,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type
421,1.472307094,20,100,type1
422,1.475889659,20,100,type1
423,1.480400458,20,100,type1
424,1.483797873,20,100,type1
425,1.484341326,20,100,type1
426,1.493077638,20,100,type1
427,1.495361226,20,100,type1
428,1.495590804,20,100,type1
429,1.4968766,20,100,type1
430,1.497542258,20,100,type1
431,1.497663521,20,100,type1
432,1.497786635,20,100,type1
433,1.497963002,20,100,type1
434,1.49891895,20,100,type1
435,1.50039872,20,100,type1
436,1.501538743,20,100,type1
437,1.504764026,20,100,type1
438,1.505114519,20,100,type1
439,1.506215159,20,100,type1
25,1.511225323,20,300,type2
440,1.512616844,20,100,type1
441,1.514298297,20,100,type1
442,1.514794564,20,100,type1
26,1.518670551,20,300,type2
27,1.52154426,20,300,type2
443,1.521728771,20,100,type1
28,1.523903951,20,300,type2
29,1.524457814,20,300,type2
444,1.525153119,20,100,type1
445,1.530638013,20,100,type1
446,1.531732397,20,100,type1
447,1.533661473,20,100,type1
30,1.535707864,20,300,type2
448,1.538238663,20,100,type1
31,1.54795369,20,300,type2
32,1.55130946,20,300,type2
449,1.556515851,20,100,type1
450,1.559112437,20,100,type1
451,1.55960759,20,100,type1
452,1.561333481,20,100,type1
453,1.563245194,20,100,type1
454,1.566570071,20,100,type1
455,1.570122522,20,100,type1
456,1.570965697,20,100,type1
457,1.571267517,20,100,type1
458,1.572865797,20,100,type1
459,1.573867359,20,100,type1
460,1.574391972,20,100,type1
461,1.575855604,20,100,type1
462,1.57944433,20,100,type1
33,1.580882406,20,300,type2
34,1.581244168,20,300,type2
463,1.581840906,20,100,type1
35,1.582664321,20,300,type2
36,1.582704599,20,300,type2
464,1.594783513,20,100,type1
465,1.59491691,20,100,type1
466,1.600323446,20,100,type1
37,1.600895604,20,300,type2
467,1.603195148,20,100,type1
468,1.603698893,20,100,type1
469,1.605627483,20,100,type1
470,1.607357741,20,100,type1
38,1.608397312,20,300,type2
471,1.608750978,20,100,type1
472,1.609071557,20,100,type1
473,1.614401329,20,100,type1
474,1.618002678,20,100,type1
475,1.618540483,20,100,type1
39,1.625722858,20,300,type2
476,1.626599533,20,100,type1
477,1.628660015,20,100,type1
478,1.629555407,20,100,type1
479,1.630338989,20,100,type1
480,1.632919835,20,100,type1
40,1.633726701,20,300,type2
481,1.635695936,20,100,type1
482,1.645071203,20,100,type1
483,1.662362941,20,100,type1
484,1.663531541,20,100,type1
485,1.665485881,20,100,type1
486,1.666509387,20,100,type1
41,1.66858368,20,300,type2
42,1.672895405,20,300,type2
487,1.674193432,20,100,type1
488,1.674236975,20,100,type1
43,1.677232544,20,300,type2
489,1.682311001,20,100,type1
490,1.683288578,20,100,type1
44,1.686734928,20,300,type2
491,1.68710693,20,100,type1
492,1.69155194,20,100,type1
493,1.694833548,20,100,type1
494,1.69554485,20,100,type1
495,1.696147758,20,100,type1
496,1.699439208,20,100,type1
45,1.70190255,20,300,type2
497,1.702287892,20,100,type1
498,1.703512934,20,100,type1
499,1.706265106,20,100,type1
500,1.709526265,20,100,type1
501,1.709850444,20,100,type1
502,1.711145249,20,100,type1
503,1.711500556,20,100,type1
46,1.713336013,20,300,type2
504,1.715051692,20,100,type1
505,1.715806138,20,100,type1
506,1.717238687,20,100,type1
507,1.717327157,20,100,type1
508,1.719136647,20,100,type1
509,1.719640453,20,100,type1
510,1.722043628,20,100,type1
511,1.723803067,20,100,type1
512,1.725936665,20,100,type1
47,1.729164079,20,300,type2
513,1.729382976,20,100,type1
514,1.729801205,20,100,type1
515,1.745891976,20,100,type1
516,1.751401254,20,100,type1
517,1.752456641,20,100,type1
518,1.758137553,20,100,type1
48,1.759042371,20,300,type2
519,1.759815531,20,100,type1
520,1.760365706,20,100,type1
49,1.763606358,20,300,type2
521,1.766612514,20,100,type1
522,1.769505225,20,100,type1
523,1.769877726,20,100,type1
524,1.772301391,20,100,type1
525,1.77361671,20,100,type1
526,1.785395307,20,100,type1
527,1.786959659,20,100,type1
528,1.788384544,20,100,type1
529,1.79239673,20,100,type1
50,1.79825832,20,300,type2
530,1.802008263,20,100,type1
531,1.803615387,20,100,type1
532,1.806177203,20,100,type1
533,1.812467542,20,100,type1
534,1.813649084,20,100,type1
535,1.813831557,20,100,type1
536,1.8146168,20,100,type1
537,1.821848652,20,100,type1
538,1.8269604,20,100,type1
539,1.83276549,20,100,type1
540,1.83412092,20,100,type1
51,1.834423578,20,300,type2
52,1.836415942,20,300,type2
541,1.836539085,20,100,type1
53,1.836556642,20,300,type2
542,1.836872302,20,100,type1
543,1.839491643,20,100,type1
544,1.844454059,20,100,type1
54,1.844887041,20,300,type2
545,1.846663419,20,100,type1
546,1.851441558,20,100,type1
547,1.858850871,20,100,type1
548,1.860189288,20,100,type1
549,1.860883801,20,100,type1
550,1.860893967,20,100,type1
551,1.863344939,20,100,type1
55,1.865133402,20,300,type2
552,1.870626126,20,100,type1
553,1.874458444,20,100,type1
554,1.877138185,20,100,type1
555,1.878251391,20,100,type1
556,1.880579263,20,100,type1
557,1.883969227,20,100,type1
56,1.889389799,20,300,type2
57,1.890528005,20,300,type2
558,1.892532555,20,100,type1
58,1.894882497,20,300,type2
559,1.896212085,20,100,type1
560,1.898202511,20,100,type1
561,1.905823634,20,100,type1
562,1.910141003,20,100,type1
563,1.912623846,20,100,type1
564,1.914155242,20,100,type1
565,1.916205448,20,100,type1
566,1.917496214,20,100,type1
567,1.917957414,20,100,type1
568,1.919236128,20,100,type1
569,1.923401798,20,100,type1
570,1.925884685,20,100,type1
571,1.932949374,20,100,type1
572,1.935246356,20,100,type1
573,1.943150522,20,100,type1
574,1.945199907,20,100,type1
575,1.952205333,20,100,type1
576,1.953237356,20,100,type1
577,1.953747765,20,100,type1
578,1.955813087,20,100,type1
579,1.955958831,20,100,type1
580,1.956187993,20,100,type1
581,1.959503,20,100,type1
59,1.959574373,20,300,type2
582,1.961398994,20,100,type1
60,1.962246949,20,300,type2
583,1.964361132,20,100,type1
61,1.965460426,20,300,type2
62,1.965637791,20,300,type2
63,1.966349802,20,300,type2
64,1.97000492,20,300,type2
584,1.976388465,20,100,type1
585,1.977171648,20,100,type1
586,1.977512426,20,100,type1
587,1.978902636,20,100,type1
588,1.984215499,20,100,type1
65,1.985381698,20,300,type2
589,1.987772057,20,100,type1
590,1.989394669,20,100,type1
591,1.992652631,20,100,type1
592,1.996263954,20,100,type1
66,1.99984994,20,300,type2
593,2.000756751,20,100,type1
594,2.002632303,20,100,type1
595,2.005441279,20,100,type1
596,2.005662316,20,100,type1
597,2.006980524,20,100,type1
67,2.007680983,20,300,type2
598,2.011916416,20,100,type1
599,2.012918548,20,100,type1
600,2.014305181,20,100,type1
601,2.020668414,20,100,type1
602,2.021320773,20,100,type1
603,2.022455588,20,100,type1
68,2.028816632,20,300,type2
604,2.029201197,20,100,type1
605,2.032489336,20,100,type1
606,2.033734168,20,100,type1
607,2.037111817,20,100,type1
608,2.037536471,20,100,type1
609,2.045793002,20,100,type1
610,2.049795115,20,100,type1
611,2.054365734,20,100,type1
612,2.055302346,20,100,type1
613,2.056245414,20,100,type1
614,2.064985372,20,100,type1
615,2.065176955,20,100,type1
616,2.066356122,20,100,type1
69,2.067095072,20,300,type2
617,2.06791181,20,100,type1
618,2.069380576,20,100,type1
70,2.070182943,20,300,type2
71,2.076370566,20,300,type2
619,2.077597566,20,100,type1
620,2.0777981,20,100,type1
621,2.079823969,20,100,type1
622,2.080036302,20,100,type1
623,2.086470873,20,100,type1
624,2.092865259,20,100,type1
625,2.096262104,20,100,type1
72,2.10374624,20,300,type2
73,2.10692459,20,300,type2
626,2.10889303,20,100,type1
627,2.111804214,20,100,type1
628,2.113861204,20,100,type1
629,2.121424139,20,100,type1
74,2.125231881,20,300,type2
75,2.126759873,20,300,type2
76,2.127085009,20,300,type2
77,2.128219815,20,300,type2
78,2.130734358,20,300,type2
630,2.135089306,20,100,type1
79,2.137576461,20,300,type2
631,2.138646191,20,100,type1
80,2.140002501,20,300,type2
632,2.156404654,20,100,type1
633,2.156740369,20,100,type1
634,2.157544134,20,100,type1
635,2.160958269,20,100,type1
81,2.163502108,20,300,type2
636,2.163989551,20,100,type1
637,2.166413761,20,100,type1
82,2.167500507,20,300,type2
638,2.167990848,20,100,type1
639,2.168051697,20,100,type1
640,2.168944119,20,100,type1
641,2.179120237,20,100,type1
642,2.180402816,20,100,type1
83,2.183273306,20,300,type2
643,2.184401496,20,100,type1
644,2.188649118,20,100,type1
645,2.195628697,20,100,type1
646,2.196524287,20,100,type1
647,2.19717905,20,100,type1
84,2.205302419,20,300,type2
648,2.205875471,20,100,type1
649,2.218363483,20,100,type1
650,2.218597296,20,100,type1
651,2.218862365,20,100,type1
652,2.220575084,20,100,type1
653,2.22983835,20,100,type1
654,2.232449755,20,100,type1
655,2.233063873,20,100,type1
656,2.234667378,20,100,type1
657,2.235117034,20,100,type1
85,2.235739716,20,300,type2
658,2.24025042,20,100,type1
659,2.243485854,20,100,type1
660,2.244504468,20,100,type1
661,2.244876841,20,100,type1
662,2.245858373,20,100,type1
663,2.251585987,20,100,type1
664,2.253370557,20,100,type1
665,2.25597833,20,100,type1
666,2.256331245,20,100,type1
667,2.257460656,20,100,type1
668,2.257727026,20,100,type1
669,2.263104285,20,100,type1
670,2.268196444,20,100,type1
671,2.268327244,20,100,type1
672,2.274986428,20,100,type1
673,2.280018937,20,100,type1
674,2.286015641,20,100,type1
675,2.289054361,20,100,type1
676,2.291364447,20,100,type1
677,2.294831868,20,100,type1
678,2.295130994,20,100,type1
679,2.302676282,20,100,type1
680,2.30379174,20,100,type1
681,2.30479703,20,100,type1
682,2.304866059,20,100,type1
683,2.307229916,20,100,type1
684,2.309132254,20,100,type1
685,2.311596073,20,100,type1
686,2.313918115,20,100,type1
687,2.316344779,20,100,type1
688,2.322438575,20,100,type1
689,2.324588412,20,100,type1
690,2.332194495,20,100,type1
691,2.332494572,20,100,type1
692,2.333475103,20,100,type1
693,2.334779575,20,100,type1
694,2.335862753,20,100,type1
695,2.338038151,20,100,type1
696,2.345586379,20,100,type1
697,2.348548457,20,100,type1
698,2.350067209,20,100,type1
699,2.353051325,20,100,type1
700,2.356855612,20,100,type1
701,2.356864014,20,100,type1
702,2.358871983,20,100,type1
703,2.363784838,20,100,type1
704,2.363976869,20,100,type1
705,2.364346918,20,100,type1
86,2.365052198,20,300,type2
706,2.366440393,20,100,type1
707,2.366780038,20,100,type1
708,2.369637733,20,100,type1
709,2.370046573,20,100,type1
87,2.37634447,20,300,type2
710,2.385152677,20,100,type1
711,2.385987278,20,100,type1
712,2.386927046,20,100,type1
713,2.388141182,20,100,type1
714,2.388962432,20,100,type1
715,2.389412923,20,100,type1
716,2.390843462,20,100,type1
717,2.39249784,20,100,type1
718,2.39640877,20,100,type1
719,2.397966898,20,100,type1
720,2.399741526,20,100,type1
88,2.402019939,20,300,type2
89,2.403814345,20,300,type2
721,2.404497937,20,100,type1
722,2.408705702,20,100,type1
723,2.414337728,20,100,type1
724,2.417879892,20,100,type1
725,2.417935951,20,100,type1
726,2.419310872,20,100,type1
727,2.422159228,20,100,type1
728,2.42296188,20,100,type1
90,2.423321659,20,300,type2
729,2.424253042,20,100,type1
730,2.429948649,20,100,type1
731,2.430262965,20,100,type1
732,2.431440917,20,100,type1
733,2.438878467,20,100,type1
734,2.440937842,20,100,type1
735,2.443097843,20,100,type1
736,2.445097495,20,100,type1
737,2.447151816,20,100,type1
738,2.451099093,20,100,type1
739,2.451580559,20,100,type1
740,2.453689151,20,100,type1
741,2.458033517,20,100,type1
742,2.462842055,20,100,type1
743,2.463501494,20,100,type1
744,2.463505985,20,100,type1
745,2.469078853,20,100,type1
746,2.471638093,20,100,type1
91,2.471682317,20,300,type2
92,2.472603862,20,300,type2
747,2.482045107,20,100,type1
748,2.482221318,20,100,type1
749,2.483007452,20,100,type1
93,2.484300856,20,300,type2
750,2.484381813,20,100,type1
751,2.484502357,20,100,type1
752,2.484895235,20,100,type1
753,2.486733111,20,100,type1
754,2.489644435,20,100,type1
755,2.497845208,20,100,type1
756,2.502279392,20,100,type1
757,2.508626579,20,100,type1
758,2.511136234,20,100,type1
759,2.514523439,20,100,type1
760,2.520166127,20,100,type1
761,2.520782614,20,100,type1
762,2.523808681,20,100,type1
763,2.527095336,20,100,type1
764,2.532143986,20,100,type1
765,2.533247594,20,100,type1
766,2.535108786,20,100,type1
767,2.539779097,20,100,type1
768,2.541724286,20,100,type1
769,2.545915502,20,100,type1
770,2.549464396,20,100,type1
771,2.551126999,20,100,type1
772,2.564205345,20,100,type1
773,2.564434515,20,100,type1
774,2.567716444,20,100,type1
775,2.571141023,20,100,type1
776,2.575598656,20,100,type1
777,2.586676362,20,100,type1
778,2.589402891,20,100,type1
779,2.590389363,20,100,type1
780,2.593731177,20,100,type1
781,2.595254694,20,100,type1
782,2.596726944,20,100,type1
783,2.599670125,20,100,type1
784,2.604884638,20,100,type1
785,2.607104761,20,100,type1
786,2.613586619,20,100,type1
787,2.61735255,20,100,type1
788,2.61794739,20,100,type1
789,2.620001993,20,100,type1
790,2.620171633,20,100,type1
791,2.620436884,20,100,type1
792,2.622057767,20,100,type1
793,2.62567332,20,100,type1
794,2.630174344,20,100,type1
795,2.630311066,20,100,type1
796,2.632586632,20,100,type1
797,2.634245689,20,100,type1
798,2.635337619,20,100,type1
799,2.637293862,20,100,type1
800,2.65641188,20,100,type1
801,2.661331478,20,100,type1
802,2.663257606,20,100,type1
803,2.663597999,20,100,type1
804,2.665790275,20,100,type1
805,2.667194575,20,100,type1
806,2.671734901,20,100,type1
807,2.672818574,20,100,type1
94,2.672928113,20,300,type2
808,2.673827645,20,100,type1
809,2.675438987,20,100,type1
810,2.675711876,20,100,type1
811,2.677619035,20,100,type1
812,2.681439583,20,100,type1
813,2.683351858,20,100,type1
814,2.685215872,20,100,type1
815,2.686050436,20,100,type1
816,2.692268637,20,100,type1
817,2.69454394,20,100,type1
818,2.696579799,20,100,type1
819,2.69700069,20,100,type1
820,2.697613848,20,100,type1
821,2.698872827,20,100,type1
822,2.703835362,20,100,type1
823,2.708638284,20,100,type1
824,2.71396345,20,100,type1
825,2.715701351,20,100,type1
826,2.733929475,20,100,type1
827,2.734997378,20,100,type1
828,2.735703838,20,100,type1
829,2.737394,20,100,type1
830,2.737773911,20,100,type1
831,2.74434709,20,100,type1
832,2.745463641,20,100,type1
833,2.745659308,20,100,type1
