,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
50,0.04894893921609718,100,50,type2,900
31,0.049334306347917994,100,500,type6,500
45,0.049473799987954106,100,25,type1,1000
46,0.04947653855370242,100,25,type1,1000
32,0.04963411166655604,100,100,type3,800
33,0.04987484558141714,100,100,type3,800
4,0.049949198054681176,100,900,type10,100
51,0.050654815545907186,100,50,type2,900
52,0.050862034793235075,100,50,type2,900
2,0.050914274841894064,100,800,type9,20
34,0.05139346618820058,100,100,type3,800
5,0.051541158122690174,100,900,type10,100
47,0.051748906977185746,100,25,type1,1000
48,0.05189181428928762,100,25,type1,1000
53,0.052035952672359644,100,50,type2,900
3,0.05214834917116541,100,800,type9,20
35,0.052182071552531656,100,100,type3,800
32,0.052445986619933584,100,500,type6,500
36,0.052478206771547124,100,100,type3,800
49,0.052486036342481265,100,25,type1,1000
54,0.05285277100118755,100,50,type2,900
55,0.05332507476956147,100,50,type2,900
37,0.0545006834141022,100,100,type3,800
56,0.054875199908346974,100,50,type2,900
17,0.05491528188679516,100,600,type7,400
50,0.05510272438666068,100,25,type1,1000
57,0.055380648465709476,100,50,type2,900
3,0.05564929740631363,100,400,type5,60
38,0.05590134527371683,100,100,type3,800
58,0.056497813678296746,100,50,type2,900
59,0.05678961610418507,100,50,type2,900
51,0.05682172705075681,100,25,type1,1000
33,0.05684326680044605,100,500,type6,500
39,0.05762774487950744,100,100,type3,800
18,0.05779433381905155,100,600,type7,400
52,0.0578903582007929,100,25,type1,1000
34,0.058152856598430974,100,500,type6,500
60,0.058342163429779895,100,50,type2,900
61,0.05911917122988158,100,50,type2,900
19,0.05935426202919606,100,600,type7,400
62,0.05997781990788957,100,50,type2,900
20,0.060369047840843834,100,600,type7,400
63,0.06055658488436006,100,50,type2,900
40,0.060852463204841965,100,100,type3,800
53,0.06090652078367496,100,25,type1,1000
64,0.060935253117465886,100,50,type2,900
41,0.06094416043224888,100,100,type3,800
42,0.06106044767545506,100,100,type3,800
35,0.06164740282248985,100,500,type6,500
65,0.06171856958934564,100,50,type2,900
43,0.06193931800695513,100,100,type3,800
54,0.06204171743431705,100,25,type1,1000
55,0.06213875720548974,100,25,type1,1000
44,0.06253199886521928,100,100,type3,800
56,0.06281034942652235,100,25,type1,1000
36,0.06304935064215483,100,500,type6,500
66,0.06312733093371815,100,50,type2,900
67,0.06318977466509455,100,50,type2,900
37,0.06325132277058922,100,500,type6,500
45,0.06385949047232975,100,100,type3,800
57,0.06387515422908546,100,25,type1,1000
58,0.06389158621124007,100,25,type1,1000
38,0.06391934167576738,100,500,type6,500
4,0.06415677808269099,100,400,type5,60
39,0.06424953511043055,100,500,type6,500
46,0.06427619752379309,100,100,type3,800
59,0.06462446078895584,100,25,type1,1000
47,0.06474906789360231,100,100,type3,800
40,0.06537085220944172,100,500,type6,500
68,0.06604363762522417,100,50,type2,900
60,0.06612750920844679,100,25,type1,1000
48,0.06614490401762749,100,100,type3,800
61,0.06618803756348418,100,25,type1,1000
41,0.06621294898095124,100,500,type6,500
6,0.06635362924140863,100,900,type10,100
42,0.06684211487821363,100,500,type6,500
62,0.06698175265874919,100,25,type1,1000
63,0.06710688555793523,100,25,type1,1000
43,0.06746322756876102,100,500,type6,500
69,0.06819482809797453,100,50,type2,900
44,0.06820731025694926,100,500,type6,500
70,0.06848719275925531,100,50,type2,900
71,0.06854067114120099,100,50,type2,900
5,0.06890971861427041,100,400,type5,60
72,0.06903973564372214,100,50,type2,900
49,0.06909325064083212,100,100,type3,800
64,0.06910525978579798,100,25,type1,1000
50,0.06910992624438672,100,100,type3,800
51,0.06944641402147671,100,100,type3,800
65,0.0695402103508145,100,25,type1,1000
66,0.06979491204980716,100,25,type1,1000
67,0.07000968597096836,100,25,type1,1000
45,0.07003429538926724,100,500,type6,500
6,0.07087822356716293,100,400,type5,60
52,0.07109391887896482,100,100,type3,800
46,0.07164252637893456,100,500,type6,500
47,0.07184237497599841,100,500,type6,500
68,0.07200329054334963,100,25,type1,1000
53,0.07247969551555719,100,100,type3,800
54,0.07293458625402795,100,100,type3,800
69,0.07311021346478987,100,25,type1,1000
55,0.07316335018189735,100,100,type3,800
48,0.07343495892428588,100,500,type6,500
49,0.07379283662457026,100,500,type6,500
73,0.07471374381756263,100,50,type2,900
14,0.07521322958103399,100,200,type4,70
74,0.07571725454000211,100,50,type2,900
21,0.07598917361459648,100,600,type7,400
50,0.07630512008329249,100,500,type6,500
56,0.07649088489943284,100,100,type3,800
70,0.07671575899253665,100,25,type1,1000
57,0.0770249349997918,100,100,type3,800
22,0.07779980397990142,100,600,type7,400
58,0.07812588025738469,100,100,type3,800
75,0.078140201712406,100,50,type2,900
71,0.0785031609693994,100,25,type1,1000
76,0.07851733321733871,100,50,type2,900
51,0.07873002612161178,100,500,type6,500
52,0.07884117554725802,100,500,type6,500
23,0.07941897460180225,100,600,type7,400
72,0.0795580153116391,100,25,type1,1000
73,0.07962204357857698,100,25,type1,1000
77,0.07973175378390687,100,50,type2,900
24,0.07985785126537284,100,600,type7,400
74,0.07988833807039758,100,25,type1,1000
78,0.07992193298233928,100,50,type2,900
59,0.08028426368800994,100,100,type3,800
60,0.08035545725535558,100,100,type3,800
61,0.08049201506305885,100,100,type3,800
62,0.08069943395394127,100,100,type3,800
75,0.08121399890095726,100,25,type1,1000
53,0.081364770835891,100,500,type6,500
25,0.08138553073221064,100,600,type7,400
79,0.08146408330408508,100,50,type2,900
54,0.08200590879091907,100,500,type6,500
63,0.08212810300631525,100,100,type3,800
76,0.08219926039442561,100,25,type1,1000
77,0.08225407773462375,100,25,type1,1000
80,0.08263960237770974,100,50,type2,900
78,0.08268863461745445,100,25,type1,1000
79,0.08331654441681624,100,25,type1,1000
81,0.08386198945199921,100,50,type2,900
80,0.0845982995183127,100,25,type1,1000
81,0.08552105415975866,100,25,type1,1000
55,0.08552305073889084,100,500,type6,500
26,0.08571263514761672,100,600,type7,400
7,0.08581362449678025,100,400,type5,60
27,0.08634175954012664,100,600,type7,400
28,0.08663824415722973,100,600,type7,400
29,0.08701373324264268,100,600,type7,400
56,0.08738613244739804,100,500,type6,500
82,0.08795552084850942,100,25,type1,1000
64,0.08817719459913209,100,100,type3,800
65,0.08830266989539692,100,100,type3,800
30,0.08831808614624291,100,600,type7,400
82,0.08843301438790732,100,50,type2,900
83,0.08864451718796858,100,50,type2,900
84,0.08878402867975888,100,50,type2,900
31,0.08886654598214166,100,600,type7,400
85,0.0889229970259346,100,50,type2,900
83,0.08904113356534048,100,25,type1,1000
86,0.0891432494261513,100,50,type2,900
66,0.08933572232334289,100,100,type3,800
87,0.09069173652765546,100,50,type2,900
32,0.09126599311119507,100,600,type7,400
57,0.09154587093990793,100,500,type6,500
88,0.09188968902178415,100,50,type2,900
84,0.09194173448135382,100,25,type1,1000
85,0.092102686495018,100,25,type1,1000
86,0.09265538271952202,100,25,type1,1000
89,0.09278951128753818,100,50,type2,900
87,0.09288131573041988,100,25,type1,1000
67,0.09299405912453301,100,100,type3,800
90,0.0933561546707674,100,50,type2,900
68,0.0935378979440628,100,100,type3,800
69,0.09382873500140919,100,100,type3,800
88,0.09413994959741885,100,25,type1,1000
33,0.09421205668311546,100,600,type7,400
91,0.0948319716391562,100,50,type2,900
92,0.09503196413668949,100,50,type2,900
93,0.09520437960829867,100,50,type2,900
89,0.09525315311057718,100,25,type1,1000
90,0.09528100653308177,100,25,type1,1000
94,0.09585772407820388,100,50,type2,900
58,0.09621170578547891,100,500,type6,500
95,0.09622352797230617,100,50,type2,900
91,0.09633713617666585,100,25,type1,1000
34,0.09635720659594867,100,600,type7,400
96,0.09640516920145799,100,50,type2,900
97,0.09667273401754434,100,50,type2,900
92,0.09696674324824445,100,25,type1,1000
98,0.09697210029344494,100,50,type2,900
35,0.09698695167932829,100,600,type7,400
93,0.09705197215635705,100,25,type1,1000
99,0.09712925378534909,100,50,type2,900
100,0.09714477039100186,100,50,type2,900
101,0.09741431817219881,100,50,type2,900
94,0.09753805177758207,100,25,type1,1000
36,0.09759648831316398,100,600,type7,400
95,0.09781360013939665,100,25,type1,1000
102,0.09870186545109065,100,50,type2,900
70,0.09950313949051127,100,100,type3,800
59,0.09957109520267549,100,500,type6,500
71,0.09986586755224078,100,100,type3,800
72,0.1000282817092393,100,100,type3,800
60,0.10021939086119334,100,500,type6,500
96,0.1005347164899535,100,25,type1,1000
103,0.10057380765173039,100,50,type2,900
104,0.10063824743255693,100,50,type2,900
61,0.10102971538841131,100,500,type6,500
97,0.10120044388553248,100,25,type1,1000
105,0.10123972987512286,100,50,type2,900
106,0.10126352344053681,100,50,type2,900
62,0.10130500016704405,100,500,type6,500
73,0.10162018642484638,100,100,type3,800
63,0.10164917038033065,100,500,type6,500
74,0.10178991508606147,100,100,type3,800
75,0.10198181523843496,100,100,type3,800
37,0.10198777584436687,100,600,type7,400
38,0.10204261753915192,100,600,type7,400
76,0.1020686496380581,100,100,type3,800
107,0.10223643480384272,100,50,type2,900
39,0.10234139949322264,100,600,type7,400
108,0.10293731079972254,100,50,type2,900
98,0.10315684931714879,100,25,type1,1000
109,0.10332485545909352,100,50,type2,900
77,0.10342873696958564,100,100,type3,800
99,0.10367374493741816,100,25,type1,1000
64,0.10398232133371386,100,500,type6,500
78,0.10454889151756958,100,100,type3,800
40,0.10525148169440136,100,600,type7,400
41,0.10555080027967421,100,600,type7,400
79,0.10667994748554713,100,100,type3,800
65,0.10760821418248262,100,500,type6,500
4,0.10763032705126709,100,800,type9,20
110,0.1089407788718186,100,50,type2,900
66,0.10919191594443559,100,500,type6,500
111,0.10994690412687204,100,50,type2,900
67,0.11026878732075936,100,500,type6,500
112,0.11050829355154168,100,50,type2,900
68,0.11094744975369247,100,500,type6,500
100,0.11109248019949033,100,25,type1,100
80,0.11147039101868991,100,100,type3,800
81,0.11172151009515928,100,100,type3,800
113,0.11238830858217719,100,50,type2,900
114,0.11290754344529014,100,50,type2,900
42,0.11300189083258075,100,600,type7,400
82,0.11394873705113481,100,100,type3,800
7,0.11486670282279461,100,900,type10,100
115,0.11487098003532217,100,50,type2,900
69,0.11509799005227069,100,500,type6,500
83,0.11513958278292497,100,100,type3,800
116,0.11574665961670738,100,50,type2,900
84,0.11613742837068093,100,100,type3,800
117,0.11694446519833035,100,50,type2,900
85,0.11709346402805261,100,100,type3,800
86,0.11721126659479428,100,100,type3,800
43,0.11727051272635002,100,600,type7,400
70,0.11729331587858433,100,500,type6,500
15,0.117524028132822,100,200,type4,70
44,0.11772449461648665,100,600,type7,400
118,0.11841670483001303,100,50,type2,900
45,0.11843796951163921,100,600,type7,400
71,0.12048410537930472,100,500,type6,500
72,0.12053847656993917,100,500,type6,500
73,0.12106739899013416,100,500,type6,500
87,0.12136203516018854,100,100,type3,800
74,0.12166131304659648,100,500,type6,500
119,0.12171738315488388,100,50,type2,900
120,0.12275672541144653,100,50,type2,900
88,0.1229652246190275,100,100,type3,800
75,0.12310696183011616,100,500,type6,500
89,0.12328236877419375,100,100,type3,800
46,0.12328436047408141,100,600,type7,400
101,0.12335479459197879,100,25,type1,100
90,0.12391221719855791,100,100,type3,800
121,0.12402542847103491,100,50,type2,900
122,0.12405395627144004,100,50,type2,900
47,0.12427683056024239,100,600,type7,400
8,0.12434070890164295,100,900,type10,100
91,0.12434392415685334,100,100,type3,800
76,0.12522135123495615,100,500,type6,500
77,0.1252760798439843,100,500,type6,500
5,0.1255190316211871,100,800,type9,200
92,0.12568954494919227,100,100,type3,800
93,0.12583784392020644,100,100,type3,800
94,0.12596821520083723,100,100,type3,800
9,0.12639165913906034,100,900,type10,100
95,0.1265025621986753,100,100,type3,800
123,0.12654962636965383,100,50,type2,900
124,0.12673460348262663,100,50,type2,900
6,0.12679867563071337,100,800,type9,200
48,0.12680558120819588,100,600,type7,400
10,0.12726056220427734,100,900,type10,100
96,0.12885087503275586,100,100,type3,800
125,0.1294539805728429,100,50,type2,900
97,0.12973340231023195,100,100,type3,800
8,0.12978329595904556,100,400,type5,60
16,0.13022699166719,100,200,type4,70
49,0.1302710590345834,100,600,type7,400
78,0.13040062535196975,100,500,type6,500
9,0.13041114650189958,100,400,type5,60
79,0.13049230132001746,100,500,type6,500
7,0.13120210327293852,100,800,type9,200
80,0.1318327726876189,100,500,type6,500
81,0.13190814076355975,100,500,type6,500
98,0.13294976507001527,100,100,type3,800
99,0.1332416914637487,100,100,type3,800
126,0.1333447859530296,100,50,type2,900
50,0.13390668591740418,100,600,type7,400
51,0.13427453892177374,100,600,type7,400
102,0.13501451695704825,100,25,type1,100
103,0.13524756778817332,100,25,type1,100
82,0.13532473828458616,100,500,type6,500
11,0.13538239132099628,100,900,type10,100
52,0.1356619804983051,100,600,type7,400
127,0.13577067668662493,100,50,type2,900
53,0.13585960237932923,100,600,type7,400
12,0.13632783237762122,100,900,type10,100
54,0.1364388623140615,100,600,type7,400
128,0.13675912069480173,100,50,type2,900
100,0.1367721806524349,100,100,type3,800
129,0.13680167455507708,100,50,type2,900
130,0.1368909061570666,100,50,type2,900
101,0.137001085816688,100,100,type3,800
83,0.13806252912371694,100,500,type6,500
8,0.1380915326219279,100,800,type9,200
131,0.13847413569295663,100,50,type2,900
132,0.1393673056404212,100,50,type2,900
133,0.13965555493384638,100,50,type2,900
134,0.13969114978342637,100,50,type2,900
102,0.13975420041995726,100,100,type3,800
55,0.13978720822185414,100,600,type7,400
103,0.14002498620062848,100,100,type3,800
10,0.14117106255665385,100,400,type5,60
135,0.14176896661558652,100,50,type2,900
104,0.14218687014016765,100,100,type3,800
9,0.1425050951255069,100,800,type9,200
136,0.14407221218719332,100,50,type2,900
10,0.1446828881562191,100,800,type9,200
56,0.1449030906078787,100,600,type7,400
105,0.1455241266139843,100,100,type3,800
137,0.14564664175194203,100,50,type2,900
11,0.14566614634230388,100,800,type9,200
106,0.1459346149819053,100,100,type3,800
138,0.14652165388872207,100,50,type2,900
107,0.1468770443330111,100,100,type3,800
139,0.14717466759737963,100,50,type2,900
104,0.1472424029241721,100,25,type1,100
12,0.14729636034057347,100,800,type9,200
140,0.1478161555184618,100,50,type2,900
108,0.148108183287998,100,100,type3,800
141,0.1488210861718222,100,50,type2,900
142,0.149410841159928,100,50,type2,900
109,0.1496022990056469,100,100,type3,800
13,0.1496326461807747,100,800,type9,200
110,0.14978264214308987,100,100,type3,800
11,0.1503039026086792,100,400,type5,60
84,0.1503367885285921,100,500,type6,50
85,0.15062018014227718,100,500,type6,50
111,0.15068400648816296,100,100,type3,800
143,0.1509150623678588,100,50,type2,900
112,0.15141369076952974,100,100,type3,800
13,0.15160901786212128,100,900,type10,100
144,0.1517554401925164,100,50,type2,900
113,0.152211941072221,100,100,type3,800
114,0.15224692037867263,100,100,type3,800
115,0.15272654861987642,100,100,type3,800
116,0.1528212196078042,100,100,type3,800
14,0.15297114870750295,100,900,type10,100
57,0.15398803060635,100,600,type7,400
145,0.1542343326773664,100,50,type2,900
15,0.15481759136866025,100,900,type10,100
58,0.15486087873854046,100,600,type7,400
117,0.15505984696620093,100,100,type3,800
146,0.1554200362176402,100,50,type2,900
147,0.15545306470265907,100,50,type2,900
16,0.1556079117098896,100,900,type10,100
118,0.15577873118716373,100,100,type3,800
148,0.15680997449665823,100,50,type2,900
119,0.15700422684133636,100,100,type3,800
120,0.15705661005874463,100,100,type3,800
149,0.15722432226683705,100,50,type2,900
150,0.15738442999919453,100,50,type2,900
121,0.15743586382191205,100,100,type3,800
17,0.1575106085642101,100,900,type10,100
122,0.15772839522921384,100,100,type3,800
86,0.1577626414953952,100,500,type6,50
59,0.15790264788906774,100,600,type7,400
12,0.1586541276597136,100,400,type5,60
123,0.1587499530991339,100,100,type3,800
14,0.15895670691310057,100,800,type9,200
124,0.15960273614090928,100,100,type3,800
151,0.16037938873552363,100,50,type2,900
152,0.16061864525195618,100,50,type2,900
153,0.16081088518870781,100,50,type2,900
17,0.16090311588630582,100,200,type4,70
154,0.16093463680797745,100,50,type2,900
155,0.16103290770768078,100,50,type2,900
125,0.16302344325972165,100,100,type3,800
156,0.16326415481252785,100,50,type2,900
157,0.16342247764553344,100,50,type2,900
87,0.16371203980914512,100,500,type6,50
13,0.16474342644727172,100,400,type5,60
158,0.16509280496967962,100,50,type2,900
105,0.16532720604672785,100,25,type1,100
159,0.16571422524314808,100,50,type2,900
60,0.16666108840052524,100,600,type7,400
160,0.16738689218400213,100,50,type2,900
126,0.1680849904551214,100,100,type3,800
161,0.16811099205827895,100,50,type2,900
18,0.16827349949035936,100,900,type10,100
127,0.16885384426612585,100,100,type3,800
18,0.16955302136260123,100,200,type4,70
61,0.1698930512400994,100,600,type7,400
162,0.17043758727883088,100,50,type2,900
62,0.17054760554915477,100,600,type7,400
19,0.17090584001551937,100,200,type4,70
163,0.1711016853250294,100,50,type2,900
128,0.17133997283425326,100,100,type3,800
129,0.17166158992055405,100,100,type3,800
164,0.17173799202447002,100,50,type2,900
130,0.17264277572857403,100,100,type3,800
19,0.1729221314936318,100,900,type10,100
63,0.17336694953297468,100,600,type7,400
131,0.17357862145579336,100,100,type3,800
20,0.17384237432860963,100,900,type10,100
64,0.17443572610642846,100,600,type7,400
65,0.17445258564343025,100,600,type7,400
165,0.17456129828497655,100,50,type2,900
166,0.17469013792121224,100,50,type2,900
132,0.175476602099741,100,100,type3,800
66,0.17563799781513148,100,600,type7,400
167,0.17606495189518187,100,50,type2,900
133,0.1764457602646627,100,100,type3,800
168,0.17648645108874697,100,50,type2,900
169,0.17678892462152598,100,50,type2,900
134,0.17687287533143298,100,100,type3,800
170,0.1769584315439711,100,50,type2,900
67,0.17710000459620406,100,600,type7,400
20,0.17717381928612366,100,200,type4,70
171,0.17743216390805325,100,50,type2,900
68,0.17783155938214257,100,600,type7,400
69,0.17792076362473758,100,600,type7,400
172,0.17811232332605662,100,50,type2,900
106,0.17839205772350816,100,25,type1,100
21,0.1784834913421164,100,900,type10,100
70,0.17953821833861658,100,600,type7,400
71,0.17992400664102484,100,600,type7,400
15,0.180148725735476,100,800,type9,200
72,0.18200038495914947,100,600,type7,400
173,0.1820016901966809,100,50,type2,900
73,0.1827654185452441,100,600,type7,400
74,0.18278985410579734,100,600,type7,400
174,0.18291156076968232,100,50,type2,900
135,0.18325467794059927,100,100,type3,800
136,0.18419420616222099,100,100,type3,800
137,0.18428502762577578,100,100,type3,800
2,0.18472971677536745,100,700,type8,30
175,0.1849692726055105,100,50,type2,900
75,0.18513657901862204,100,600,type7,400
3,0.1858484366838586,100,700,type8,30
138,0.18602598407062393,100,100,type3,800
176,0.1861939750388778,100,50,type2,900
177,0.18644272402888318,100,50,type2,900
139,0.18687048689412863,100,100,type3,800
178,0.18691763249176882,100,50,type2,900
76,0.18755365238701932,100,600,type7,400
77,0.18831236202984586,100,600,type7,400
140,0.18878867533468438,100,100,type3,800
179,0.1890504984264319,100,50,type2,900
141,0.18935749901818127,100,100,type3,800
16,0.190003660984653,100,800,type9,200
180,0.19013120502115471,100,50,type2,900
142,0.19015152066360533,100,100,type3,800
181,0.190468763845831,100,50,type2,900
22,0.19052664653418222,100,900,type10,100
143,0.1906091614260452,100,100,type3,800
182,0.19084046672670701,100,50,type2,900
183,0.19103463647856164,100,50,type2,900
184,0.19167352654078695,100,50,type2,900
185,0.1920105852159802,100,50,type2,900
107,0.1922038711250068,100,25,type1,100
144,0.19230398643605817,100,100,type3,800
186,0.19277837909737963,100,50,type2,900
145,0.19371309239200102,100,100,type3,800
146,0.19398120186494347,100,100,type3,800
147,0.19463342115234064,100,100,type3,800
17,0.19507188320373603,100,800,type9,200
148,0.19525639831902186,100,100,type3,800
