,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
63,0.056848697891682384,10,20,type2,1000
64,0.05723573516818419,10,20,type2,1000
65,0.05770881374368582,10,20,type2,1000
66,0.05802738415556505,10,20,type2,1000
67,0.05830444932592908,10,20,type2,1000
68,0.05957736726682523,10,20,type2,1000
56,0.061397747125121506,10,10,type1,1000
57,0.061794391466347916,10,10,type1,1000
69,0.062003588191065696,10,20,type2,1000
58,0.06201258488357244,10,10,type1,1000
59,0.06203567857246427,10,10,type1,1000
60,0.0626979550001529,10,10,type1,1000
70,0.06328132137234865,10,20,type2,1000
61,0.06339401511178118,10,10,type1,1000
62,0.06367261819809654,10,10,type1,1000
63,0.06400472063920569,10,10,type1,1000
64,0.06504675616033727,10,10,type1,1000
65,0.06524185950530839,10,10,type1,1000
66,0.06576428328919344,10,10,type1,1000
67,0.06635036630144699,10,10,type1,1000
71,0.06700074205853408,10,20,type2,1000
68,0.0674956820409275,10,10,type1,1000
69,0.06761891469399364,10,10,type1,1000
72,0.06898482871966401,10,20,type2,1000
70,0.0698467844449117,10,10,type1,1000
71,0.07054509940549841,10,10,type1,1000
72,0.07065746820728591,10,10,type1,1000
73,0.07111834443515791,10,20,type2,1000
74,0.0718067708427825,10,20,type2,1000
73,0.0721442174626083,10,10,type1,1000
74,0.07228056238695962,10,10,type1,1000
75,0.07317345097049217,10,10,type1,1000
75,0.07335263979125124,10,20,type2,1000
76,0.07336110245918262,10,20,type2,1000
76,0.07393299232330441,10,10,type1,1000
77,0.07526401727119189,10,20,type2,1000
77,0.07566973274571044,10,10,type1,1000
78,0.0759953626557574,10,20,type2,1000
78,0.07670587716146589,10,10,type1,1000
79,0.07730982066337803,10,20,type2,1000
79,0.07801851547557848,10,10,type1,1000
80,0.07806549810487058,10,10,type1,1000
80,0.07846125558336992,10,20,type2,1000
81,0.07869379008104455,10,10,type1,1000
81,0.07888451636517621,10,20,type2,1000
82,0.07927914128256904,10,20,type2,1000
82,0.0794847476820483,10,10,type1,1000
83,0.07968899173470229,10,10,type1,1000
83,0.07985511804041233,10,20,type2,1000
84,0.08001068994112856,10,10,type1,1000
84,0.08026927590451102,10,20,type2,1000
85,0.08073557030497829,10,20,type2,1000
85,0.08076151619305337,10,10,type1,1000
86,0.08086895073350309,10,20,type2,1000
86,0.08093115596876953,10,10,type1,1000
87,0.0810416964241364,10,20,type2,1000
88,0.08132952408884837,10,20,type2,1000
89,0.08169133150850319,10,20,type2,1000
90,0.08211794759512939,10,20,type2,1000
87,0.08324662328330072,10,10,type1,1000
91,0.08378851873247857,10,20,type2,1000
92,0.08403672952161056,10,20,type2,1000
88,0.0840979900094699,10,10,type1,1000
93,0.08477735745117505,10,20,type2,1000
89,0.08523545562357306,10,10,type1,1000
90,0.08575089782627807,10,10,type1,1000
91,0.08616951294770268,10,10,type1,1000
92,0.08669907673443955,10,10,type1,1000
93,0.08675121471464758,10,10,type1,1000
94,0.08729869610869825,10,20,type2,1000
94,0.08790741940069881,10,10,type1,1000
95,0.08826622307198893,10,20,type2,1000
96,0.08952172904962569,10,20,type2,1000
97,0.09017902722411959,10,20,type2,1000
98,0.09051377233549325,10,20,type2,1000
95,0.09072771920871783,10,10,type1,1000
99,0.0908183536139222,10,20,type2,1000
100,0.09122068188722661,10,20,type2,1000
96,0.09186614857130856,10,10,type1,1000
97,0.09254125180384928,10,10,type1,1000
101,0.0925977277546825,10,20,type2,1000
102,0.09289657221695483,10,20,type2,1000
98,0.09292222258176516,10,10,type1,1000
99,0.09382686216117395,10,10,type1,1000
103,0.09395886464608033,10,20,type2,1000
100,0.09408805791937479,10,10,type1,1000
104,0.09448018905648525,10,20,type2,1000
105,0.09457002303108542,10,20,type2,1000
106,0.09502704598814714,10,20,type2,1000
101,0.0951260960060131,10,10,type1,1000
107,0.09540680407699201,10,20,type2,1000
108,0.09547154846635171,10,20,type2,1000
102,0.0954928914584722,10,10,type1,1000
103,0.09564092682184971,10,10,type1,1000
104,0.0963560932959208,10,10,type1,1000
105,0.09722285349752441,10,10,type1,1000
109,0.09749176637982364,10,20,type2,1000
110,0.09980263096354981,10,20,type2,1000
111,0.10020196908093212,10,20,type2,1000
106,0.10039241622817675,10,10,type1,1000
107,0.1006093760416395,10,10,type1,1000
108,0.10113873780987095,10,10,type1,1000
109,0.10127637004783852,10,10,type1,1000
112,0.1021213187103012,10,20,type2,1000
110,0.10290513135870351,10,10,type1,1000
113,0.10299558789863923,10,20,type2,1000
114,0.10309411302934852,10,20,type2,1000
111,0.10342920319742052,10,10,type1,1000
112,0.1038820989918597,10,10,type1,1000
113,0.10458676751176121,10,10,type1,1000
115,0.10578161548535395,10,20,type2,1000
116,0.10602484305219474,10,20,type2,1000
114,0.10698586075084385,10,10,type1,1000
115,0.10723084729270423,10,10,type1,1000
117,0.10750852170538085,10,20,type2,1000
116,0.10794321501836014,10,10,type1,1000
118,0.10845688659135268,10,20,type2,1000
119,0.10854011419741742,10,20,type2,1000
117,0.10863990727277519,10,10,type1,1000
120,0.10932214967911377,10,20,type2,1000
118,0.10968836918635977,10,10,type1,1000
119,0.10975462620805357,10,10,type1,1000
121,0.11033118136930445,10,20,type2,1000
122,0.11035643090611658,10,20,type2,1000
120,0.11060663737683141,10,10,type1,1000
123,0.11154133372606734,10,20,type2,1000
121,0.11201138179780826,10,10,type1,1000
124,0.11210290691100792,10,20,type2,1000
125,0.11210697764582041,10,20,type2,1000
122,0.11232711018999557,10,10,type1,1000
126,0.11250819493554162,10,20,type2,1000
127,0.11257837897579835,10,20,type2,1000
128,0.11282689442242771,10,20,type2,1000
123,0.11322195066386442,10,10,type1,1000
129,0.11347528136382355,10,20,type2,1000
124,0.11347566668143635,10,10,type1,1000
125,0.11415484805791597,10,10,type1,1000
130,0.11425982876735687,10,20,type2,1000
126,0.11452826982309113,10,10,type1,1000
127,0.11457545269020747,10,10,type1,1000
128,0.11471446164177188,10,10,type1,1000
131,0.11474425905203725,10,20,type2,1000
129,0.11484355058620356,10,10,type1,1000
130,0.11567611046637671,10,10,type1,1000
131,0.11603249836550224,10,10,type1,1000
132,0.1166366622647466,10,20,type2,1000
133,0.11737789565835743,10,20,type2,1000
134,0.11955902710182455,10,20,type2,1000
132,0.12075940351823004,10,10,type1,1000
135,0.12179985335502506,10,20,type2,1000
136,0.1227173387969248,10,20,type2,1000
137,0.12450628884230854,10,20,type2,1000
133,0.12601736213124662,10,10,type1,1000
134,0.12652502229664506,10,10,type1,1000
135,0.12659694651935738,10,10,type1,1000
136,0.12690961931730924,10,10,type1,1000
138,0.12705737987985133,10,20,type2,1000
139,0.12848979077323708,10,20,type2,1000
137,0.12939268082760072,10,10,type1,1000
140,0.1296262116930725,10,20,type2,1000
138,0.1299875031764666,10,10,type1,1000
139,0.1303613941963651,10,10,type1,1000
141,0.13052311212518944,10,20,type2,1000
140,0.1320746397791144,10,10,type1,1000
141,0.1321621705566064,10,10,type1,1000
142,0.13226117577165455,10,20,type2,1000
142,0.13261275939348233,10,10,type1,1000
143,0.13273338191572298,10,20,type2,1000
143,0.13275595412484592,10,10,type1,1000
144,0.13277710691130104,10,20,type2,1000
145,0.13292443195933515,10,20,type2,1000
146,0.13325874233043075,10,20,type2,1000
144,0.13367168901683726,10,10,type1,1000
145,0.13415708554360897,10,10,type1,1000
147,0.1343271686559217,10,20,type2,1000
148,0.134786036401867,10,20,type2,1000
146,0.13539770783940444,10,10,type1,1000
147,0.135456651062718,10,10,type1,1000
148,0.1357467887010215,10,10,type1,1000
149,0.13614346620424445,10,10,type1,1000
150,0.13672611234129162,10,10,type1,1000
149,0.1375676788481913,10,20,type2,1000
151,0.1376210881262271,10,10,type1,1000
152,0.13837867242435042,10,10,type1,1000
150,0.13842519742156825,10,20,type2,1000
151,0.1388511597151993,10,20,type2,1000
153,0.13993142732238084,10,10,type1,1000
152,0.1400988585907025,10,20,type2,1000
154,0.1406223911290582,10,10,type1,1000
155,0.14083346386834786,10,10,type1,1000
153,0.14136032485173913,10,20,type2,1000
154,0.14137962101056922,10,20,type2,1000
156,0.14191163605497367,10,10,type1,1000
155,0.1424776682171689,10,20,type2,1000
156,0.1431552236940987,10,20,type2,1000
157,0.14366049787398197,10,10,type1,1000
157,0.14382976582622886,10,20,type2,1000
158,0.14399376261301014,10,20,type2,1000
159,0.14453984100676448,10,20,type2,1000
160,0.14630733631829107,10,20,type2,1000
161,0.1465471072332485,10,20,type2,1000
162,0.1466832615446081,10,20,type2,1000
158,0.14675123449398778,10,10,type1,1000
159,0.1470099192840007,10,10,type1,1000
160,0.14780495544657962,10,10,type1,1000
161,0.1486527186717217,10,10,type1,1000
162,0.14871920966970734,10,10,type1,1000
163,0.14960118955570248,10,20,type2,1000
164,0.14995311504947337,10,20,type2,1000
163,0.15167044329178406,10,10,type1,1000
164,0.1519157542013436,10,10,type1,1000
165,0.15251177740262947,10,20,type2,1000
165,0.1543654026985248,10,10,type1,1000
166,0.15489676069567104,10,10,type1,1000
166,0.1549818638723423,10,20,type2,1000
167,0.15525773969923845,10,20,type2,1000
168,0.15528867195048554,10,20,type2,1000
169,0.15605335989160776,10,20,type2,1000
167,0.15741886360184745,10,10,type1,1000
168,0.15799043355552944,10,10,type1,1000
169,0.15805489988911436,10,10,type1,1000
170,0.15828972736373015,10,20,type2,1000
171,0.15830404562290365,10,20,type2,1000
172,0.15940555650125138,10,20,type2,1000
173,0.1594201385341367,10,20,type2,1000
170,0.1620024588224576,10,10,type1,1000
174,0.16218907538700053,10,20,type2,1000
171,0.16276660625276607,10,10,type1,1000
172,0.16377689433876386,10,10,type1,1000
175,0.1639801784952698,10,20,type2,1000
176,0.1646325129736875,10,20,type2,1000
173,0.16466933961781682,10,10,type1,1000
177,0.16538786028892413,10,20,type2,1000
178,0.16545385016116454,10,20,type2,1000
174,0.16635979618460703,10,10,type1,1000
175,0.16675948484346298,10,10,type1,1000
176,0.16684911950298545,10,10,type1,1000
177,0.16707987839215777,10,10,type1,1000
178,0.16772101969150952,10,10,type1,1000
179,0.16832484602309955,10,20,type2,1000
179,0.16833956195142324,10,10,type1,1000
180,0.16922977229489253,10,10,type1,1000
180,0.1696982269278947,10,20,type2,1000
181,0.16987518848735722,10,10,type1,1000
181,0.17000229878999598,10,20,type2,1000
182,0.17042635934519207,10,20,type2,1000
182,0.1704279295909586,10,10,type1,1000
183,0.17079978773091514,10,10,type1,1000
183,0.17083978826107565,10,20,type2,1000
184,0.1718669780004589,10,10,type1,1000
185,0.17271540572485833,10,10,type1,1000
186,0.17447029843903672,10,10,type1,1000
187,0.1744938423072491,10,10,type1,1000
188,0.1756282641767141,10,10,type1,1000
189,0.17624111271288323,10,10,type1,1000
184,0.17788086454030677,10,20,type2,1000
185,0.17808227220076617,10,20,type2,1000
190,0.17868166466696822,10,10,type1,1000
186,0.1788845724018296,10,20,type2,1000
191,0.1789332885436495,10,10,type1,1000
187,0.17897551742102508,10,20,type2,1000
192,0.17898778350642697,10,10,type1,1000
193,0.17951005387948057,10,10,type1,1000
194,0.18029365307540926,10,10,type1,1000
188,0.1812257226308106,10,20,type2,1000
189,0.1832181496627202,10,20,type2,1000
190,0.18518437605053706,10,20,type2,1000
191,0.185299048760036,10,20,type2,1000
195,0.18534884058391715,10,10,type1,1000
192,0.18640604684450682,10,20,type2,1000
193,0.18646994485947954,10,20,type2,1000
194,0.18697898099160729,10,20,type2,1000
196,0.18749411400964017,10,10,type1,1000
197,0.18752300913252337,10,10,type1,1000
198,0.18783476126904888,10,10,type1,1000
199,0.18789694131335732,10,10,type1,1000
200,0.18834114311021036,10,10,type1,1000
201,0.18904210070356572,10,10,type1,1000
202,0.18986155543592564,10,10,type1,1000
195,0.18993007140486004,10,20,type2,1000
203,0.190778957314685,10,10,type1,1000
196,0.1909456598134635,10,20,type2,1000
204,0.19095752657575313,10,10,type1,1000
205,0.19136212008378825,10,10,type1,1000
197,0.19183731231631754,10,20,type2,1000
206,0.1923450347173814,10,10,type1,1000
198,0.19250104374138016,10,20,type2,1000
199,0.19275983151691148,10,20,type2,1000
200,0.19404172184905727,10,20,type2,1000
207,0.19412774155443285,10,10,type1,1000
201,0.1954087039907549,10,20,type2,1000
202,0.1959822286278081,10,20,type2,1000
203,0.19625392061077138,10,20,type2,1000
208,0.19652511923905328,10,10,type1,1000
204,0.19688722960882513,10,20,type2,1000
209,0.19731741749729143,10,10,type1,1000
205,0.19802011357661942,10,20,type2,1000
206,0.19868346918347762,10,20,type2,1000
207,0.19971217394051483,10,20,type2,1000
208,0.20045903475665522,10,20,type2,1000
209,0.20062143788479866,10,20,type2,1000
210,0.20063159036157777,10,20,type2,1000
210,0.20094945863600702,10,10,type1,1000
211,0.20107649935036506,10,20,type2,1000
212,0.201314818588975,10,20,type2,1000
211,0.20146385058902708,10,10,type1,1000
212,0.20151220933654979,10,10,type1,1000
213,0.20167435409345438,10,20,type2,1000
213,0.20173025506924144,10,10,type1,1000
214,0.20235779942122928,10,20,type2,1000
215,0.2044750658020215,10,20,type2,1000
214,0.20489200122903353,10,10,type1,1000
215,0.2053270180803949,10,10,type1,1000
216,0.20624030401636828,10,10,type1,1000
217,0.20675836040567133,10,10,type1,1000
218,0.2069799379758383,10,10,type1,1000
219,0.20698462215161503,10,10,type1,1000
216,0.20735344990380777,10,20,type2,1000
217,0.20818593465702967,10,20,type2,1000
220,0.20904270704364944,10,10,type1,1000
221,0.20908134789497662,10,10,type1,1000
222,0.2092567068865169,10,10,type1,1000
223,0.20963783675076145,10,10,type1,1000
218,0.20983667480179183,10,20,type2,1000
219,0.21017400220561613,10,20,type2,1000
220,0.21026143609162337,10,20,type2,1000
224,0.21039563194487892,10,10,type1,1000
221,0.21062704345547073,10,20,type2,1000
222,0.2107659537114004,10,20,type2,1000
223,0.21085615930151996,10,20,type2,1000
225,0.21102109457903842,10,10,type1,1000
226,0.2115832442495966,10,10,type1,1000
227,0.2121313977419925,10,10,type1,1000
228,0.21314773189297584,10,10,type1,1000
229,0.2131514260666868,10,10,type1,1000
224,0.21326332141924584,10,20,type2,1000
225,0.21361678135214468,10,20,type2,1000
226,0.2155795902224919,10,20,type2,1000
227,0.216192068770153,10,20,type2,1000
230,0.2167596705279616,10,10,type1,1000
231,0.2173483630455465,10,10,type1,1000
232,0.21737921692260018,10,10,type1,1000
228,0.21844945293032733,10,20,type2,1000
229,0.21870288829563614,10,20,type2,1000
233,0.21872729220332782,10,10,type1,1000
234,0.2198583208455806,10,10,type1,1000
230,0.22103003921718728,10,20,type2,1000
231,0.2218227328933814,10,20,type2,1000
232,0.22191330867885306,10,20,type2,1000
233,0.22391802874695219,10,20,type2,1000
234,0.22402031925416016,10,20,type2,1000
235,0.22433493586213163,10,10,type1,1000
235,0.2251315747122758,10,20,type2,1000
236,0.2253610245796502,10,10,type1,1000
237,0.22605171796909987,10,10,type1,1000
238,0.22605368570991874,10,10,type1,1000
239,0.22711385755951466,10,10,type1,1000
236,0.2272643462885702,10,20,type2,1000
237,0.22764155188912097,10,20,type2,1000
240,0.22784994567244216,10,10,type1,1000
238,0.2281552571848041,10,20,type2,1000
241,0.22871273199309033,10,10,type1,1000
239,0.22891663213873056,10,20,type2,1000
240,0.2289386147755051,10,20,type2,1000
241,0.2293038757548649,10,20,type2,1000
242,0.22963639708362457,10,10,type1,1000
243,0.229899045461972,10,10,type1,1000
244,0.23089551312977932,10,10,type1,1000
245,0.23103470321568373,10,10,type1,1000
246,0.23104516491465388,10,10,type1,1000
247,0.23241784518436714,10,10,type1,1000
242,0.2334173637229714,10,20,type2,1000
248,0.23416620310568514,10,10,type1,1000
243,0.23436532875466576,10,20,type2,1000
249,0.2343737819969283,10,10,type1,1000
244,0.2347611487117622,10,20,type2,1000
245,0.23594558571109414,10,20,type2,1000
250,0.2366313101577919,10,10,type1,1000
246,0.23745349555711623,10,20,type2,1000
251,0.2376986693120791,10,10,type1,1000
247,0.2377609189781385,10,20,type2,1000
248,0.23776245510041008,10,20,type2,1000
252,0.2380066922381465,10,10,type1,1000
249,0.23842594240988774,10,20,type2,1000
250,0.23881375900373034,10,20,type2,1000
253,0.23887374864485142,10,10,type1,1000
254,0.2389629891892111,10,10,type1,1000
251,0.23945163116530443,10,20,type2,1000
255,0.23979001463019756,10,10,type1,1000
252,0.24012318794028847,10,20,type2,1000
256,0.24069046148431456,10,10,type1,1000
253,0.24120214225810424,10,20,type2,1000
254,0.24217693006579144,10,20,type2,1000
257,0.24363605746487282,10,10,type1,1000
258,0.24400878267865383,10,10,type1,1000
259,0.24405778331594788,10,10,type1,1000
255,0.24579305905857637,10,20,type2,1000
260,0.24591637024946428,10,10,type1,1000
261,0.24679472016344625,10,10,type1,1000
256,0.2474009677697067,10,20,type2,1000
262,0.24990936352309312,10,10,type1,1000
263,0.2502100226397514,10,10,type1,1000
264,0.25148489610872266,10,10,type1,1000
265,0.2515252429330876,10,10,type1,1000
257,0.25226484815264416,10,20,type2,1000
266,0.252359450380009,10,10,type1,1000
267,0.25263794735457284,10,10,type1,1000
268,0.25326097641643697,10,10,type1,1000
258,0.25410289442195744,10,20,type2,1000
259,0.2541962266588827,10,20,type2,1000
260,0.255270035919585,10,20,type2,1000
261,0.25528339350917983,10,20,type2,1000
262,0.25553094161019785,10,20,type2,1000
269,0.2557195487867991,10,10,type1,1000
270,0.2561530930752989,10,10,type1,1000
271,0.2562598185602532,10,10,type1,1000
272,0.2563606931902658,10,10,type1,1000
263,0.25650024021131934,10,20,type2,1000
273,0.2569060292094075,10,10,type1,1000
264,0.2571548762217015,10,20,type2,1000
274,0.2572219510629683,10,10,type1,1000
275,0.25725715865071164,10,10,type1,1000
265,0.25777796704438016,10,20,type2,1000
276,0.2579214394640748,10,10,type1,1000
277,0.25986003823698617,10,10,type1,1000
278,0.26062039587579566,10,10,type1,1000
266,0.2607168138665971,10,20,type2,1000
279,0.2608110274867181,10,10,type1,1000
280,0.26121259737545816,10,10,type1,1000
267,0.2616715047610108,10,20,type2,1000
281,0.2617793049129354,10,10,type1,1000
282,0.26190944418426226,10,10,type1,1000
283,0.26205873959978204,10,10,type1,1000
268,0.2622625438388032,10,20,type2,1000
269,0.2636963865923678,10,20,type2,1000
284,0.2642557681513578,10,10,type1,1000
285,0.2648367221998584,10,10,type1,1000
286,0.26530282763958596,10,10,type1,1000
287,0.26638664950639207,10,10,type1,1000
288,0.2664780670362925,10,10,type1,1000
289,0.2672205645324131,10,10,type1,1000
290,0.26736950372972107,10,10,type1,1000
291,0.2683918410423129,10,10,type1,1000
292,0.27012843172300033,10,10,type1,1000
270,0.270547405945235,10,20,type2,1000
293,0.27090714617708456,10,10,type1,1000
271,0.2711607466661492,10,20,type2,1000
272,0.2714976461341972,10,20,type2,1000
273,0.2717477407081187,10,20,type2,1000
274,0.27274617544699464,10,20,type2,1000
294,0.2727530288118561,10,10,type1,1000
275,0.2731496924449261,10,20,type2,1000
295,0.273235873318803,10,10,type1,1000
296,0.2733600043866993,10,10,type1,1000
297,0.2734099106721197,10,10,type1,1000
298,0.2744704768387201,10,10,type1,1000
299,0.27469692467867424,10,10,type1,1000
300,0.2752415083526035,10,10,type1,1000
301,0.27571146922427564,10,10,type1,1000
302,0.275724801433829,10,10,type1,1000
276,0.2761806277482461,10,20,type2,1000
303,0.27636682848495536,10,10,type1,1000
304,0.2782575493522488,10,10,type1,1000
305,0.27826364807557313,10,10,type1,1000
306,0.27919672137464946,10,10,type1,1000
277,0.2797595326512083,10,20,type2,1000
278,0.28035573859542656,10,20,type2,1000
307,0.2805519653220254,10,10,type1,1000
308,0.28064918807654876,10,10,type1,1000
279,0.28105392075004504,10,20,type2,1000
280,0.28171208889159516,10,20,type2,1000
309,0.2818124494699619,10,10,type1,1000
281,0.2819049707492503,10,20,type2,1000
310,0.2822406732223882,10,10,type1,1000
311,0.28286619407760344,10,10,type1,1000
282,0.28296179869151405,10,20,type2,1000
283,0.2831514769244076,10,20,type2,1000
312,0.2832122286347349,10,10,type1,1000
313,0.28350599976030544,10,10,type1,1000
314,0.28393071652341834,10,10,type1,1000
284,0.2843427607643446,10,20,type2,1000
315,0.284458216493987,10,10,type1,1000
285,0.28449938733213287,10,20,type2,1000
286,0.2845268844496493,10,20,type2,1000
287,0.2845763869432418,10,20,type2,1000
316,0.285597891227213,10,10,type1,1000
288,0.28831257093496554,10,20,type2,1000
289,0.2897757151449086,10,20,type2,1000
290,0.2900630422849132,10,20,type2,1000
317,0.2902412065823085,10,10,type1,1000
318,0.29301940997403514,10,10,type1,1000
319,0.2936270143499928,10,10,type1,1000
320,0.29364405500023333,10,10,type1,1000
321,0.29373269347667874,10,10,type1,1000
291,0.2939602738913699,10,20,type2,1000
292,0.2942255518677103,10,20,type2,1000
293,0.2942760242922059,10,20,type2,1000
322,0.29440483529820677,10,10,type1,1000
294,0.2946147675624812,10,20,type2,1000
295,0.29579176825817916,10,20,type2,1000
323,0.2962688994658957,10,10,type1,1000
324,0.29636839420004046,10,10,type1,1000
296,0.2969296126300328,10,20,type2,1000
297,0.29698619335715126,10,20,type2,1000
325,0.297036677867549,10,10,type1,1000
326,0.29720823297322646,10,10,type1,1000
298,0.297251496559907,10,20,type2,1000
299,0.29751959040677656,10,20,type2,1000
300,0.29782636360677106,10,20,type2,1000
327,0.2978629967325484,10,10,type1,1000
328,0.2978708730351702,10,10,type1,1000
329,0.29870681623455164,10,10,type1,1000
301,0.2988636821457181,10,20,type2,1000
330,0.2992692438689281,10,10,type1,1000
331,0.2993235660530894,10,10,type1,1000
302,0.29988523203735856,10,20,type2,1000
332,0.30034195833030275,10,10,type1,1000
303,0.3010005856269712,10,20,type2,1000
333,0.3019457347616783,10,10,type1,1000
334,0.30224010598789197,10,10,type1,1000
304,0.30241214657376286,10,20,type2,1000
305,0.3028057627091425,10,20,type2,1000
306,0.302861785683055,10,20,type2,1000
307,0.3036043767915047,10,20,type2,1000
308,0.30501903628176175,10,20,type2,1000
335,0.30567562900180645,10,10,type1,1000
309,0.3077262656404806,10,20,type2,1000
336,0.3081406334377127,10,10,type1,1000
310,0.3083156224849323,10,20,type2,1000
337,0.3086360868547772,10,10,type1,1000
338,0.3090515341221339,10,10,type1,1000
339,0.3092645756012707,10,10,type1,1000
311,0.30977237308403177,10,20,type2,1000
340,0.30986940503036553,10,10,type1,1000
341,0.3115338385019365,10,10,type1,1000
342,0.31167220990087846,10,10,type1,1000
343,0.3116988049352051,10,10,type1,1000
312,0.3129653020080798,10,20,type2,1000
313,0.3145099748386254,10,20,type2,1000
314,0.3154383689859844,10,20,type2,1000
344,0.3175957534753436,10,10,type1,1000
315,0.31804227353606684,10,20,type2,1000
345,0.31810630419024155,10,10,type1,1000
346,0.31860481325729134,10,10,type1,1000
