,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
29,0.006196178192183959,20,200,type2,4000
34,0.006669734164321524,20,100,type1,5000
35,0.006776131116978286,20,100,type1,5000
9,0.00681711282572843,20,300,type3,1000
36,0.006963519337804582,20,100,type1,5000
10,0.007017275128542913,20,300,type3,1000
30,0.007018977641105883,20,200,type2,4000
37,0.007245499966650898,20,100,type1,5000
31,0.007336316342222943,20,200,type2,4000
38,0.0073683168992421085,20,100,type1,5000
39,0.0074315675750894145,20,100,type1,5000
40,0.007477508126362872,20,100,type1,5000
11,0.007525767068204303,20,300,type3,1000
32,0.00752712424264682,20,200,type2,4000
12,0.00761777042660138,20,300,type3,1000
13,0.007728643836202327,20,300,type3,1000
14,0.007857358324801703,20,300,type3,1000
41,0.008118001132700845,20,100,type1,5000
42,0.008201848177338746,20,100,type1,5000
43,0.008306926906208302,20,100,type1,5000
44,0.008769881525421798,20,100,type1,5000
45,0.00881739196966056,20,100,type1,5000
33,0.008822267189785363,20,200,type2,4000
34,0.008869284133684872,20,200,type2,4000
46,0.008870894906050555,20,100,type1,5000
35,0.00892980443976715,20,200,type2,4000
47,0.009011837334112408,20,100,type1,5000
48,0.009330316610781049,20,100,type1,5000
49,0.00943995340456115,20,100,type1,5000
36,0.00961713071869255,20,200,type2,4000
50,0.009618387922418328,20,100,type1,5000
51,0.009730213853824122,20,100,type1,5000
37,0.009768253678535373,20,200,type2,4000
52,0.009817607358870179,20,100,type1,5000
53,0.009867880786196583,20,100,type1,5000
38,0.009910244220635571,20,200,type2,4000
54,0.009927813353410765,20,100,type1,5000
39,0.010278492122081874,20,200,type2,4000
55,0.010342997849059394,20,100,type1,5000
56,0.010582536447905242,20,100,type1,5000
40,0.010793663548905489,20,200,type2,4000
57,0.010854527371331829,20,100,type1,5000
58,0.010924441790497971,20,100,type1,5000
41,0.010931241862819673,20,200,type2,4000
42,0.010946332512381448,20,200,type2,4000
43,0.01094680828972045,20,200,type2,4000
59,0.010982509767255845,20,100,type1,5000
60,0.011068902773497678,20,100,type1,5000
61,0.011126603839248222,20,100,type1,5000
44,0.011239723776546993,20,200,type2,4000
45,0.011270021399055231,20,200,type2,4000
46,0.01128199709141501,20,200,type2,4000
62,0.011362393823149427,20,100,type1,5000
63,0.01139112503660523,20,100,type1,5000
64,0.011547088437828838,20,100,type1,5000
47,0.011729021953995316,20,200,type2,4000
48,0.011853011645240955,20,200,type2,4000
49,0.012082281493652744,20,200,type2,4000
65,0.012108481832257687,20,100,type1,5000
50,0.012261756392176932,20,200,type2,4000
66,0.012534096899166304,20,100,type1,5000
67,0.012614548766517079,20,100,type1,5000
68,0.0126422914798561,20,100,type1,5000
51,0.012957700382998733,20,200,type2,4000
69,0.013222984850898425,20,100,type1,5000
52,0.013224537783389381,20,200,type2,4000
53,0.013568995994381605,20,200,type2,4000
70,0.01358792362047752,20,100,type1,5000
71,0.013628204889568752,20,100,type1,5000
54,0.013657740894060848,20,200,type2,4000
55,0.013680326590440658,20,200,type2,4000
56,0.013712010728407987,20,200,type2,4000
57,0.01372199204857203,20,200,type2,4000
72,0.013892327119519906,20,100,type1,5000
73,0.013928517313245856,20,100,type1,5000
74,0.014014391830939233,20,100,type1,5000
75,0.014030738356307703,20,100,type1,5000
15,0.01404368757795192,20,300,type3,1000
76,0.014045904484296278,20,100,type1,5000
58,0.014217534579528434,20,200,type2,4000
16,0.014219125461476058,20,300,type3,1000
77,0.014439985530538104,20,100,type1,5000
78,0.01444051653405358,20,100,type1,5000
59,0.014460123406676082,20,200,type2,4000
60,0.01474179645467964,20,200,type2,4000
79,0.014771283116054771,20,100,type1,5000
61,0.014795192768479324,20,200,type2,4000
62,0.014910311392544827,20,200,type2,4000
63,0.014940226161958127,20,200,type2,4000
64,0.015022657249625508,20,200,type2,4000
80,0.015023733017043725,20,100,type1,5000
65,0.015227627993590462,20,200,type2,4000
66,0.015230853934258534,20,200,type2,4000
67,0.015510874659361533,20,200,type2,4000
68,0.01604940836225476,20,200,type2,4000
81,0.016070685025846108,20,100,type1,5000
69,0.016246024003262343,20,200,type2,4000
82,0.01662317820007771,20,100,type1,5000
83,0.016737068423846806,20,100,type1,5000
84,0.01691549146322064,20,100,type1,5000
85,0.01716681174079231,20,100,type1,5000
86,0.018120733870301803,20,100,type1,5000
87,0.018307885083347103,20,100,type1,5000
70,0.018308215770339566,20,200,type2,4000
88,0.0184250702061346,20,100,type1,5000
89,0.01862025790854764,20,100,type1,5000
90,0.01874666401251321,20,100,type1,5000
71,0.01883214283993153,20,200,type2,4000
91,0.018862548326970232,20,100,type1,5000
92,0.018885927465730062,20,100,type1,5000
93,0.018888359171666178,20,100,type1,5000
94,0.018936436612026732,20,100,type1,5000
72,0.019009158253593193,20,200,type2,4000
17,0.019145335679451012,20,300,type3,1000
95,0.01915280842304708,20,100,type1,5000
96,0.01915372158374018,20,100,type1,5000
18,0.019358568408937196,20,300,type3,1000
73,0.01936909521701934,20,200,type2,4000
97,0.019671234462140665,20,100,type1,5000
74,0.019704231217761718,20,200,type2,4000
19,0.019866588035263845,20,300,type3,1000
75,0.020007868510301865,20,200,type2,4000
20,0.020120353051462057,20,300,type3,1000
76,0.02013936723944457,20,200,type2,4000
98,0.020198901902468765,20,100,type1,5000
77,0.0202022203405608,20,200,type2,4000
78,0.020226699492605974,20,200,type2,4000
99,0.02029607533947303,20,100,type1,5000
79,0.020440370030759998,20,200,type2,4000
100,0.02053381444435422,20,100,type1,5000
101,0.02056407866069316,20,100,type1,5000
80,0.020862711349765327,20,200,type2,4000
81,0.02099218093039173,20,200,type2,4000
102,0.021049428437963043,20,100,type1,5000
103,0.021470323286563064,20,100,type1,5000
82,0.021483486148945508,20,200,type2,4000
104,0.021612935607461293,20,100,type1,5000
83,0.021697978797270465,20,200,type2,4000
105,0.021792270053633128,20,100,type1,5000
21,0.02180929197619663,20,300,type3,1000
106,0.02181242739221692,20,100,type1,5000
107,0.021934349980392225,20,100,type1,5000
22,0.02203870571343754,20,300,type3,1000
84,0.02221058179625616,20,200,type2,4000
85,0.022238976244429266,20,200,type2,4000
108,0.02231709362542435,20,100,type1,5000
109,0.022401138114174074,20,100,type1,5000
110,0.022666034824365883,20,100,type1,5000
111,0.02276800569278016,20,100,type1,5000
112,0.023033002288125298,20,100,type1,5000
113,0.023169588109124676,20,100,type1,5000
114,0.023268601122043313,20,100,type1,5000
86,0.02329431093030341,20,200,type2,4000
87,0.023441002693889476,20,200,type2,4000
23,0.02351214766884758,20,300,type3,1000
115,0.02361458258850719,20,100,type1,5000
88,0.023625823491657108,20,200,type2,4000
116,0.023635053984215244,20,100,type1,5000
117,0.023706971643406224,20,100,type1,5000
118,0.02372237350126948,20,100,type1,5000
119,0.024042213565562468,20,100,type1,5000
120,0.024104235277486615,20,100,type1,5000
121,0.024138067174396302,20,100,type1,5000
89,0.02426091522774182,20,200,type2,4000
122,0.024290481473165225,20,100,type1,5000
90,0.024364798038172594,20,200,type2,4000
123,0.02440758045836922,20,100,type1,5000
124,0.024433175823989028,20,100,type1,5000
125,0.024696426152320882,20,100,type1,5000
126,0.024788724328658366,20,100,type1,5000
127,0.02487947726450899,20,100,type1,5000
128,0.025105453236588433,20,100,type1,5000
129,0.025299057065037194,20,100,type1,5000
91,0.025373222793461537,20,200,type2,4000
130,0.025411919286783952,20,100,type1,5000
92,0.025551683905388464,20,200,type2,4000
131,0.02585780941630461,20,100,type1,5000
132,0.026060449725564493,20,100,type1,5000
133,0.026094394249392545,20,100,type1,5000
93,0.0261443245509021,20,200,type2,4000
94,0.026191930118235195,20,200,type2,4000
95,0.026334733809606454,20,200,type2,4000
96,0.026338540490309873,20,200,type2,4000
134,0.026387140572384227,20,100,type1,5000
97,0.026415968750925275,20,200,type2,4000
98,0.026477089650148687,20,200,type2,4000
24,0.026480165279242417,20,300,type3,1000
99,0.026508751073447235,20,200,type2,4000
135,0.026599725521826323,20,100,type1,5000
100,0.026622693668383123,20,200,type2,4000
101,0.026631853563226823,20,200,type2,4000
102,0.026701991461325184,20,200,type2,4000
103,0.026740349172757586,20,200,type2,4000
104,0.026815621136223437,20,200,type2,4000
105,0.026864462856857493,20,200,type2,4000
136,0.027058206543271623,20,100,type1,5000
137,0.027128219582284167,20,100,type1,5000
138,0.027182208637523207,20,100,type1,5000
139,0.027537662485879754,20,100,type1,5000
106,0.02759633901425514,20,200,type2,4000
107,0.02759928433332076,20,200,type2,4000
140,0.027740924570985034,20,100,type1,5000
25,0.02774642198991678,20,300,type3,1000
141,0.027793757296023007,20,100,type1,5000
108,0.0279420840135158,20,200,type2,4000
142,0.028022732575696808,20,100,type1,5000
109,0.028299775541848145,20,200,type2,4000
143,0.028317518909136686,20,100,type1,5000
110,0.0283825234042157,20,200,type2,4000
111,0.028384172422188696,20,200,type2,4000
112,0.028458163568246743,20,200,type2,4000
113,0.028476923617877528,20,200,type2,4000
144,0.02848169688757945,20,100,type1,5000
114,0.028490589093857755,20,200,type2,4000
115,0.02892059783266857,20,200,type2,4000
116,0.028931220130307505,20,200,type2,4000
117,0.02899947029768056,20,200,type2,4000
145,0.029069051324918493,20,100,type1,5000
118,0.02917941961095177,20,200,type2,4000
146,0.02922719968222995,20,100,type1,5000
147,0.029243481070592162,20,100,type1,5000
26,0.029279504287448088,20,300,type3,1000
119,0.02932015091826473,20,200,type2,4000
120,0.029648289353852424,20,200,type2,4000
148,0.029692209493283904,20,100,type1,5000
121,0.02970872661704232,20,200,type2,4000
149,0.02974080281987667,20,100,type1,5000
150,0.029761469175438926,20,100,type1,5000
122,0.02977251497477222,20,200,type2,4000
27,0.02978277065466005,20,300,type3,1000
151,0.029792367291246576,20,100,type1,5000
28,0.029915932452555603,20,300,type3,1000
152,0.02992474261818639,20,100,type1,5000
153,0.03009218819031717,20,100,type1,5000
123,0.03009863995714616,20,200,type2,4000
124,0.030213571820060663,20,200,type2,4000
125,0.030226281414123094,20,200,type2,4000
154,0.030229750469552025,20,100,type1,5000
29,0.030276725453592605,20,300,type3,1000
155,0.030347658727386404,20,100,type1,5000
156,0.030795387151156352,20,100,type1,5000
157,0.03082174901765554,20,100,type1,5000
158,0.030884060159075945,20,100,type1,5000
159,0.030907537451436408,20,100,type1,5000
160,0.030986396195869223,20,100,type1,5000
126,0.031234976133710287,20,200,type2,4000
127,0.03161061575990788,20,200,type2,4000
161,0.031672602085742615,20,100,type1,5000
162,0.03182768043448625,20,100,type1,5000
163,0.03185735814898707,20,100,type1,5000
164,0.031872092176302415,20,100,type1,5000
128,0.03193714019749699,20,200,type2,4000
165,0.03208645665469049,20,100,type1,5000
129,0.03223533046155038,20,200,type2,4000
130,0.03229170505498119,20,200,type2,4000
131,0.032374244470688436,20,200,type2,4000
132,0.03253273901344358,20,200,type2,4000
166,0.03281388221066816,20,100,type1,5000
167,0.03287806513203607,20,100,type1,5000
168,0.032944323821523666,20,100,type1,5000
169,0.03318466481087303,20,100,type1,5000
170,0.03335663871972523,20,100,type1,5000
171,0.033362231978617096,20,100,type1,5000
172,0.03347323339862981,20,100,type1,5000
133,0.0336114009206343,20,200,type2,4000
173,0.033680656211895255,20,100,type1,5000
134,0.033920809510037446,20,200,type2,4000
135,0.03401886461378831,20,200,type2,3000
136,0.0340782229583033,20,200,type2,3000
137,0.034305836388204405,20,200,type2,3000
30,0.03435016233934903,20,300,type3,1000
174,0.034506597671700556,20,100,type1,5000
138,0.034564696203879246,20,200,type2,3000
139,0.0346001194656784,20,200,type2,3000
175,0.03460169591828784,20,100,type1,5000
176,0.03466134306412055,20,100,type1,5000
140,0.034743878160444545,20,200,type2,3000
31,0.03487551667867086,20,300,type3,1000
141,0.03497538392277839,20,200,type2,3000
177,0.035229208153933954,20,100,type1,5000
178,0.03538224084478173,20,100,type1,5000
142,0.035407915157613,20,200,type2,3000
179,0.03552166703578531,20,100,type1,5000
180,0.03561687519803634,20,100,type1,5000
181,0.035766349303561956,20,100,type1,5000
182,0.03593063112676924,20,100,type1,5000
143,0.03593888061494413,20,200,type2,3000
144,0.0360415775114788,20,200,type2,3000
183,0.0361702208248071,20,100,type1,5000
184,0.03623167551195985,20,100,type1,5000
145,0.03628218419343446,20,200,type2,3000
146,0.03635339368981327,20,200,type2,3000
147,0.03647218926470698,20,200,type2,3000
185,0.03672272509770495,20,100,type1,5000
186,0.03676276152755369,20,100,type1,5000
32,0.03681505200156013,20,300,type3,1000
148,0.03713932928817755,20,200,type2,3000
149,0.03718471910676954,20,200,type2,3000
150,0.03721755876664605,20,200,type2,3000
187,0.037307319611065634,20,100,type1,5000
188,0.03733843862938252,20,100,type1,5000
189,0.03747838117625671,20,100,type1,5000
190,0.03758466948776735,20,100,type1,5000
151,0.0375916920768703,20,200,type2,3000
152,0.03765160756858557,20,200,type2,3000
191,0.03766808251719191,20,100,type1,5000
192,0.0376926702337691,20,100,type1,5000
193,0.03774446265125941,20,100,type1,5000
194,0.03783262105684058,20,100,type1,5000
153,0.03789370610717837,20,200,type2,3000
195,0.03791487196436939,20,100,type1,5000
154,0.037956269660517954,20,200,type2,3000
196,0.03823068107900807,20,100,type1,5000
197,0.03824340026942707,20,100,type1,5000
198,0.038400766033304994,20,100,type1,5000
199,0.03843780993517692,20,100,type1,5000
200,0.03853279417463059,20,100,type1,5000
201,0.03869485178118955,20,100,type1,5000
202,0.03878932533307679,20,100,type1,5000
155,0.03898275953949875,20,200,type2,3000
203,0.0390991928429696,20,100,type1,5000
33,0.03921117064627556,20,300,type3,1000
204,0.03923289805222013,20,100,type1,5000
205,0.03941986716624162,20,100,type1,5000
206,0.03945854551591784,20,100,type1,5000
207,0.039689796543641284,20,100,type1,5000
156,0.03984877475578728,20,200,type2,3000
34,0.03998878468938666,20,300,type3,1000
208,0.040059999727438365,20,100,type1,5000
157,0.040147139914926085,20,200,type2,3000
209,0.04017325461583879,20,100,type1,5000
35,0.040213192610132495,20,300,type3,1000
158,0.04060040971692193,20,200,type2,3000
210,0.04065495833960452,20,100,type1,5000
159,0.04107625486934359,20,200,type2,3000
160,0.041118141615706094,20,200,type2,3000
211,0.04115216529178927,20,100,type1,5000
161,0.041302260226299334,20,200,type2,3000
162,0.04134676782756898,20,200,type2,3000
212,0.041382058497350264,20,100,type1,5000
213,0.041424807111609334,20,100,type1,5000
214,0.04158680713438155,20,100,type1,5000
215,0.04160863832277796,20,100,type1,5000
36,0.04163960940544855,20,300,type3,1000
37,0.041647025996161186,20,300,type3,1000
163,0.0417336328741779,20,200,type2,3000
216,0.04182408851746444,20,100,type1,5000
38,0.04184051121112578,20,300,type3,1000
164,0.041968631395572865,20,200,type2,3000
39,0.04211713875630865,20,300,type3,1000
165,0.04217586815520618,20,200,type2,3000
40,0.04253635561012015,20,300,type3,1000
166,0.04262286265220435,20,200,type2,3000
41,0.04267013002065824,20,300,type3,1000
217,0.04267977982059623,20,100,type1,5000
218,0.042686221873936794,20,100,type1,5000
167,0.04278938328492145,20,200,type2,3000
168,0.04283544732500238,20,200,type2,3000
169,0.04290591790906198,20,200,type2,3000
170,0.0430072402170329,20,200,type2,3000
219,0.04341693419740414,20,100,type1,5000
171,0.04349177928589926,20,200,type2,3000
172,0.04352833987737263,20,200,type2,3000
220,0.043682683840532775,20,100,type1,5000
42,0.043858542930058086,20,300,type3,1000
221,0.043876313655912325,20,100,type1,5000
43,0.043880962348432376,20,300,type3,1000
173,0.0442099952954971,20,200,type2,3000
222,0.04443177147899954,20,100,type1,5000
174,0.04452470592421429,20,200,type2,3000
175,0.04468941003749516,20,200,type2,3000
223,0.04473164923277889,20,100,type1,5000
44,0.044792901598245186,20,300,type3,1000
176,0.044803804828128915,20,200,type2,3000
45,0.04486412854726758,20,300,type3,1000
224,0.04512228867012997,20,100,type1,5000
225,0.04512251099499532,20,100,type1,5000
177,0.04529001287175302,20,200,type2,3000
226,0.04541566412929655,20,100,type1,5000
227,0.04582603387817675,20,100,type1,5000
178,0.04589642713220468,20,200,type2,3000
228,0.04645883634651264,20,100,type1,5000
229,0.04650260693419976,20,100,type1,5000
179,0.04651485944771017,20,200,type2,3000
230,0.046532651054174694,20,100,type1,5000
231,0.046687505023770226,20,100,type1,5000
180,0.046855937175987315,20,200,type2,3000
46,0.04721531708949168,20,300,type3,1000
232,0.04729852638243474,20,100,type1,5000
233,0.04751741980192111,20,100,type1,5000
181,0.04777903121972041,20,200,type2,3000
234,0.047894463679521854,20,100,type1,5000
182,0.04800590487962317,20,200,type2,3000
47,0.04803595413934706,20,300,type3,1000
235,0.04811808909116738,20,100,type1,5000
48,0.04827303907464138,20,300,type3,1000
183,0.04829927348085427,20,200,type2,3000
49,0.048406496177669144,20,300,type3,1000
236,0.04862658714318726,20,100,type1,5000
237,0.04884566817166369,20,100,type1,5000
184,0.0489134883295679,20,200,type2,3000
185,0.04900760368493253,20,200,type2,3000
186,0.049041014543766935,20,200,type2,3000
238,0.049047551562646785,20,100,type1,5000
187,0.049062694259700945,20,200,type2,3000
239,0.049148423152186684,20,100,type1,5000
240,0.04953471023860528,20,100,type1,5000
241,0.049543959805975854,20,100,type1,5000
242,0.04978578266590162,20,100,type1,5000
50,0.049922440299291417,20,300,type3,1000
188,0.049927935450456026,20,200,type2,3000
243,0.04994911158214948,20,100,type1,5000
189,0.05021046882801283,20,200,type2,3000
244,0.050338849205510364,20,100,type1,5000
245,0.050396991362591945,20,100,type1,5000
190,0.05048494297867526,20,200,type2,3000
51,0.0505020215612838,20,300,type3,1000
246,0.050731293671005435,20,100,type1,5000
191,0.05088266804956769,20,200,type2,3000
192,0.05107973623233292,20,200,type2,3000
247,0.051167169771513026,20,100,type1,5000
248,0.05122470761211849,20,100,type1,5000
193,0.05126964461729641,20,200,type2,3000
194,0.05132293320116722,20,200,type2,3000
249,0.05136893691773516,20,100,type1,5000
250,0.05142808898203835,20,100,type1,5000
251,0.05145852576622467,20,100,type1,5000
195,0.051543523228072693,20,200,type2,3000
252,0.051635302953003864,20,100,type1,5000
196,0.05172244929260986,20,200,type2,3000
197,0.05182455231136007,20,200,type2,3000
198,0.051951588188610995,20,200,type2,3000
253,0.051965960976298166,20,100,type1,5000
52,0.051978930563707205,20,300,type3,1000
199,0.05204952948734063,20,200,type2,3000
200,0.05206254824073428,20,200,type2,3000
201,0.052073194162765554,20,200,type2,3000
202,0.05217362679511541,20,200,type2,3000
254,0.052180232081675736,20,100,type1,5000
255,0.052260882465710895,20,100,type1,5000
256,0.05228638758405409,20,100,type1,5000
257,0.052335829989220116,20,100,type1,5000
258,0.05238571167259848,20,100,type1,5000
53,0.05243196641544336,20,300,type3,1000
203,0.052443898796046856,20,200,type2,3000
204,0.0525030470843742,20,200,type2,3000
205,0.05256110058038462,20,200,type2,3000
259,0.05261208868383897,20,100,type1,5000
54,0.052615812027500056,20,300,type3,1000
55,0.05262276443665593,20,300,type3,1000
260,0.052659543113567776,20,100,type1,5000
261,0.052774534414923406,20,100,type1,5000
206,0.052888037443517916,20,200,type2,3000
207,0.05307840692341483,20,200,type2,3000
208,0.05332591952792994,20,200,type2,3000
209,0.053364021778288584,20,200,type2,3000
262,0.05338634958831746,20,100,type1,5000
210,0.05339539763627954,20,200,type2,3000
263,0.053423080212834186,20,100,type1,5000
211,0.05350443296752721,20,200,type2,3000
264,0.05353515003320773,20,100,type1,5000
265,0.05365813657072234,20,100,type1,5000
266,0.05373907974771463,20,100,type1,5000
267,0.05378807821122588,20,100,type1,5000
212,0.05383801228398033,20,200,type2,3000
213,0.05387494659325967,20,200,type2,3000
214,0.05387869179559933,20,200,type2,3000
215,0.0541295149977539,20,200,type2,3000
216,0.054420021734260166,20,200,type2,3000
268,0.054563193862462035,20,100,type1,5000
217,0.05476693000139274,20,200,type2,3000
269,0.0548231601521645,20,100,type1,5000
270,0.05496731102981162,20,100,type1,5000
271,0.05500007431669217,20,100,type1,5000
218,0.05505572560528772,20,200,type2,3000
272,0.055174164329196605,20,100,type1,5000
219,0.055186259452221054,20,200,type2,3000
220,0.0553180865469093,20,200,type2,3000
273,0.05534520642440924,20,100,type1,5000
274,0.055545182838532846,20,100,type1,5000
56,0.05573584913295588,20,300,type3,1000
275,0.05580985571351752,20,100,type1,5000
276,0.056051746403621996,20,100,type1,5000
277,0.056100434331573586,20,100,type1,5000
221,0.05638117262641808,20,200,type2,3000
57,0.05640591954075704,20,300,type3,1000
278,0.05651949987881252,20,100,type1,5000
279,0.05655993860448297,20,100,type1,5000
280,0.05657344044625144,20,100,type1,5000
222,0.0565807720734422,20,200,type2,3000
281,0.05663612103739953,20,100,type1,5000
282,0.05668746230596307,20,100,type1,5000
223,0.05671458252714664,20,200,type2,3000
224,0.05677711268302323,20,200,type2,3000
283,0.056791783670665105,20,100,type1,5000
225,0.05682425088413906,20,200,type2,3000
284,0.056873065158655894,20,100,type1,5000
285,0.0569534929759211,20,100,type1,5000
286,0.056959964751970675,20,100,type1,5000
287,0.057055270532107905,20,100,type1,5000
288,0.05709376814597738,20,100,type1,5000
289,0.057312022226096083,20,100,type1,5000
58,0.057392258006691774,20,300,type3,1000
226,0.057503487997842925,20,200,type2,3000
227,0.05768394768997394,20,200,type2,3000
228,0.05771692696067876,20,200,type2,3000
59,0.057733334029816064,20,300,type3,1000
229,0.05783224697759832,20,200,type2,3000
230,0.05798947363130162,20,200,type2,3000
60,0.058291256758889125,20,300,type3,1000
61,0.05832507699535032,20,300,type3,1000
290,0.05835720034690588,20,100,type1,5000
231,0.05848970235051442,20,200,type2,3000
291,0.05852599811732691,20,100,type1,5000
232,0.05857910566735937,20,200,type2,3000
292,0.05894638994424433,20,100,type1,5000
233,0.059062053813208365,20,200,type2,3000
293,0.05915872969426811,20,100,type1,5000
294,0.05929815113692965,20,100,type1,5000
295,0.05930072186123508,20,100,type1,5000
296,0.05933688394970636,20,100,type1,5000
297,0.05937946496818927,20,100,type1,5000
62,0.059640235591025895,20,300,type3,1000
234,0.059857137079540865,20,200,type2,3000
298,0.05989888441969896,20,100,type1,5000
299,0.05992617977083124,20,100,type1,5000
300,0.06001392440222164,20,100,type1,5000
235,0.06011112524746795,20,200,type2,3000
301,0.060362458482121344,20,100,type1,5000
302,0.06038208384238308,20,100,type1,5000
236,0.06038965121880032,20,200,type2,3000
303,0.060423017057953235,20,100,type1,5000
304,0.06045535534664952,20,100,type1,5000
237,0.06049865248476627,20,200,type2,3000
238,0.06056814432879626,20,200,type2,3000
239,0.06067410469249584,20,200,type2,3000
305,0.06093279378269418,20,100,type1,5000
240,0.061007832884915895,20,200,type2,3000
63,0.061168397876957784,20,300,type3,1000
306,0.061212078504670316,20,100,type1,5000
64,0.061661097756820146,20,300,type3,1000
307,0.06172633593811962,20,100,type1,5000
308,0.06176963738913949,20,100,type1,5000
241,0.061847717021396784,20,200,type2,3000
309,0.06192338496250334,20,100,type1,5000
242,0.06205367520551382,20,200,type2,3000
243,0.06207733816186774,20,200,type2,3000
310,0.06210908869443582,20,100,type1,5000
244,0.06214554063503905,20,200,type2,3000
311,0.062202534349663184,20,100,type1,5000
245,0.06229769776637719,20,200,type2,3000
246,0.06262382238413877,20,200,type2,3000
247,0.06265142321307002,20,200,type2,3000
248,0.06275029198978459,20,200,type2,3000
65,0.06276323620960363,20,300,type3,1000
312,0.06286541762167883,20,100,type1,5000
249,0.06287433932316004,20,200,type2,3000
313,0.06299777090194064,20,100,type1,5000
314,0.06300222472769726,20,100,type1,5000
66,0.0632714699162659,20,300,type3,1000
67,0.06328665875786017,20,300,type3,1000
315,0.06356638704893468,20,100,type1,5000
68,0.06357077647519507,20,300,type3,1000
316,0.0636249176440866,20,100,type1,5000
317,0.06369321168260449,20,100,type1,5000
250,0.06402440622767945,20,200,type2,3000
251,0.06423006940186551,20,200,type2,3000
318,0.06434012272646389,20,100,type1,5000
319,0.0644260245305648,20,100,type1,5000
320,0.06459107364515483,20,100,type1,5000
252,0.06467164755203307,20,200,type2,3000
321,0.06467630060883219,20,100,type1,5000
322,0.06468187292863936,20,100,type1,5000
323,0.06490634902448032,20,100,type1,5000
324,0.06497827254097237,20,100,type1,5000
325,0.06498436730956125,20,100,type1,5000
326,0.06523507746428843,20,100,type1,5000
253,0.06524632234176703,20,200,type2,3000
327,0.06527203052378852,20,100,type1,5000
69,0.06533077842488465,20,300,type3,1000
328,0.0654719739341397,20,100,type1,5000
254,0.06553475074012322,20,200,type2,3000
70,0.06559798229537588,20,300,type3,1000
329,0.0659018184504522,20,100,type1,5000
330,0.06592791934573256,20,100,type1,5000
255,0.06605807379039777,20,200,type2,3000
331,0.06606987856659188,20,100,type1,5000
332,0.06609545574390632,20,100,type1,5000
