arrived_at,num_prefill_tokens,num_decode_tokens
9.49012899,20,100
9.49458898,20,100
9.511279171,20,100
9.511806698,20,100
9.531619471,20,100
9.562094277,20,100
9.569763109,20,100
9.570506857,20,100
9.571876936,20,100
9.589549902,20,100
9.610947489,20,100
9.618832562,20,100
9.63034914,20,100
9.671602037,20,100
9.674873262,20,100
9.681832719,20,100
9.705519968,20,100
9.721374278,20,100
9.732497055,20,100
9.751374403,20,100
9.761237807,20,100
9.775581353,20,100
9.785609387,20,100
9.805741625,20,100
9.80949792,20,100
9.812039763,20,100
9.821227307,20,100
9.832969372,20,100
9.843902533,20,100
9.856715894,20,100
9.863836852,20,100
9.86993707,20,100
9.892443396,20,100
9.900163989,20,100
9.90405315,20,100
9.923318061,20,100
9.928929662,20,100
9.936725637,20,100
9.950938887,20,100
9.960573503,20,100
9.964104442,20,100
10.00959735,20,100
10.02493386,20,100
10.04841461,20,100
10.07026381,20,100
10.13428296,20,100
10.15341348,20,100
10.17142548,20,100
10.22105898,20,100
10.23414837,20,100
10.25101573,20,100
10.44772136,20,100
10.46059965,20,100
10.4711368,20,100
10.48833288,20,100
10.49243782,20,100
10.51848879,20,100
10.53176865,20,100
10.54299545,20,100
10.55022364,20,100
10.55303174,20,100
10.55327309,20,100
10.55778372,20,100
10.5579541,20,100
10.60712214,20,100
10.61969191,20,100
10.6213468,20,100
10.62765192,20,100
10.64602355,20,100
10.66478427,20,100
10.66665126,20,100
10.68067215,20,100
10.69577497,20,100
10.70942328,20,100
10.71658615,20,100
10.72520121,20,100
10.74641155,20,100
10.74657899,20,100
10.74840992,20,100
10.77593541,20,100
10.8137094,20,100
10.81752317,20,100
10.81936764,20,100
10.82138626,20,100
10.84504389,20,100
10.84827269,20,100
10.86650817,20,100
10.87819473,20,100
10.90208519,20,100
10.90233665,20,100
10.90428909,20,100
10.90820816,20,100
10.92081173,20,100
10.93560943,20,100
10.95128001,20,100
10.95182407,20,100
10.97087802,20,100
11.01887037,20,100
11.02274617,20,100
11.03029188,20,100
11.04994268,20,100
11.08786421,20,100
11.09429233,20,100
11.11379929,20,100
11.13470661,20,100
11.1706133,20,100
11.1821032,20,100
11.19848821,20,100
11.21295548,20,100
11.23327659,20,100
11.2503279,20,100
11.26978763,20,100
11.2752251,20,100
11.34497082,20,100
11.37464177,20,100
11.38080146,20,100
11.38742886,20,100
11.4029568,20,100
11.41400219,20,100
11.42157323,20,100
11.42968306,20,100
11.44431568,20,100
11.49211992,20,100
11.50622325,20,100
11.51538114,20,100
11.51685695,20,100
11.53095504,20,100
11.57263196,20,100
11.57322897,20,100
11.68193246,20,100
11.6891327,20,100
11.72901779,20,100
11.74455605,20,100
11.75489231,20,100
11.75760002,20,100
11.86093832,20,100
11.87680221,20,100
11.89693624,20,100
11.89706914,20,100
11.92016301,20,100
11.95027753,20,100
11.95142058,20,100
11.96869085,20,100
11.97784676,20,100
11.98655329,20,100
12.00039915,20,100
12.01459425,20,100
12.02357633,20,100
12.0259973,20,100
12.0264006,20,100
12.05865345,20,100
12.06264144,20,100
12.07461455,20,100
12.11150599,20,100
12.11762963,20,100
12.1226265,20,100
12.16797084,20,100
12.28842882,20,100
12.29089749,20,100
12.34989131,20,100
12.3500259,20,100
12.3839432,20,100
12.39691548,20,100
12.4156996,20,100
12.43268421,20,100
12.46465941,20,100
12.47109609,20,100
12.5020713,20,100
12.53456739,20,100
12.54400855,20,100
12.54690609,20,100
12.56290315,20,100
12.5652396,20,100
12.56550698,20,100
12.56583659,20,100
12.56585088,20,100
12.56910412,20,100
12.56982582,20,100
12.57207491,20,100
12.57719584,20,100
12.5773818,20,100
12.57770233,20,100
12.5888441,20,100
12.58896801,20,100
12.59018654,20,100
12.60547348,20,100
12.60887813,20,100
12.61347664,20,100
12.61387846,20,100
12.61489895,20,100
12.61639101,20,100
12.61656826,20,100
12.6212846,20,100
12.62374739,20,100
12.62974427,20,100
12.64892254,20,100
12.65455118,20,100
12.65910737,20,100
12.66215345,20,100
12.6630639,20,100
12.66318293,20,100
12.66506236,20,100
12.66670625,20,100
12.67056977,20,100
12.67312123,20,100
12.68243606,20,100
12.68370286,20,100
12.69101399,20,100
12.69250025,20,100
12.69312341,20,100
12.69525941,20,100
12.70070163,20,100
12.7061248,20,100
12.71442149,20,100
12.71471955,20,100
12.71661371,20,100
12.71763141,20,100
12.7241183,20,100
12.73308062,20,100
12.73465649,20,100
12.74369129,20,100
12.74838806,20,100
12.75392674,20,100
12.7558141,20,100
12.76038475,20,100
12.76355419,20,100
12.76615947,20,100
12.76851616,20,100
12.76880558,20,100
12.77249502,20,100
12.77584648,20,100
12.78256752,20,100
12.78495409,20,100
12.78622282,20,100
12.79031671,20,100
12.79162743,20,100
12.80272365,20,100
12.8056209,20,100
12.81031084,20,100
12.81800203,20,100
12.81865049,20,100
12.81898667,20,100
12.82342512,20,100
12.82346104,20,100
12.82408592,20,100
12.82662,20,100
12.82871649,20,100
12.82914349,20,100
12.83115789,20,100
12.8327358,20,100
12.83636401,20,100
12.843245,20,100
12.84953453,20,100
12.86369627,20,100
12.86546282,20,100
12.86602063,20,100
12.86635184,20,100
12.86698676,20,100
12.8697541,20,100
12.87443648,20,100
12.87663332,20,100
12.88353569,20,100
12.88410004,20,100
12.88515612,20,100
12.88515984,20,100
12.89352515,20,100
12.89590148,20,100
12.89922965,20,100
12.89931631,20,100
12.90230996,20,100
12.9039675,20,100
12.90929316,20,100
12.91572456,20,100
12.91722847,20,100
12.91777077,20,100
12.92442149,20,100
12.92452147,20,100
12.92499359,20,100
12.92573659,20,100
12.92867888,20,100
12.92932082,20,100
12.93316778,20,100
12.94115464,20,100
12.94967018,20,100
12.95244659,20,100
12.9537401,20,100
12.96048614,20,100
12.97528818,20,100
12.97842518,20,100
12.97900401,20,100
12.98046834,20,100
12.98568424,20,100
12.99221664,20,100
12.99270492,20,100
13.00176146,20,100
13.00349851,20,100
13.00386234,20,100
13.01353858,20,100
13.01552773,20,100
13.01851956,20,100
13.02292042,20,100
13.02639228,20,100
13.03110562,20,100
13.03201269,20,100
13.03213573,20,100
13.03218463,20,100
13.03541832,20,100
13.03667324,20,100
13.0391723,20,100
13.03944274,20,100
13.04017931,20,100
13.04126504,20,100
13.04603728,20,100
13.05050344,20,100
13.05052466,20,100
13.05291757,20,100
13.05305322,20,100
13.05915074,20,100
13.06515017,20,100
13.07481373,20,100
13.07611142,20,100
13.07782286,20,100
13.08865762,20,100
13.09175936,20,100
13.09327316,20,100
13.09945889,20,100
13.10613755,20,100
13.10640883,20,100
13.10676952,20,100
13.10866744,20,100
13.10934726,20,100
13.10938866,20,100
13.11189036,20,100
13.11787402,20,100
13.12044796,20,100
13.123703,20,100
13.13041229,20,100
13.13198723,20,100
13.13619265,20,100
13.14077959,20,100
13.14385085,20,100
13.15330636,20,100
13.15478131,20,100
13.16280353,20,100
13.16316631,20,100
13.16870848,20,100
13.17049736,20,100
13.18278036,20,100
13.18759781,20,100
13.18965794,20,100
13.2004063,20,100
13.20541897,20,100
13.20980719,20,100
13.21153805,20,100
13.21290669,20,100
13.22512076,20,100
13.2275959,20,100
13.23295692,20,100
13.23306997,20,100
13.23669739,20,100
13.24091184,20,100
13.24147972,20,100
13.24243272,20,100
13.24319976,20,100
13.24408991,20,100
13.25421029,20,100
13.25454292,20,100
13.2561996,20,100
13.25784143,20,100
13.25817758,20,100
13.26148721,20,100
13.26639099,20,100
13.26746871,20,100
13.28104381,20,100
13.28249111,20,100
13.28584918,20,100
13.28816253,20,100
13.29250023,20,100
13.29452552,20,100
13.30191352,20,100
13.30715928,20,100
13.30721543,20,100
13.30757332,20,100
13.31123003,20,100
13.31222136,20,100
13.31541333,20,100
13.3164119,20,100
13.32006679,20,100
13.32054891,20,100
13.32539041,20,100
13.32625872,20,100
13.32994861,20,100
13.34012816,20,100
13.34370278,20,100
13.34843183,20,100
13.35850043,20,100
13.36214754,20,100
13.36373929,20,100
13.36555333,20,100
13.36749316,20,100
13.3721571,20,100
13.38019762,20,100
13.38114619,20,100
13.38738994,20,100
13.39236821,20,100
13.39812701,20,100
13.39963628,20,100
13.413889,20,100
13.42969949,20,100
13.43006323,20,100
13.43333891,20,100
13.43803267,20,100
13.43842683,20,100
13.44247322,20,100
13.44383461,20,100
13.44607686,20,100
13.44978587,20,100
13.45334795,20,100
13.47658515,20,100
13.48103213,20,100
13.48111741,20,100
13.48253003,20,100
13.48310847,20,100
13.4834735,20,100
13.48519369,20,100
13.49033209,20,100
13.49800019,20,100
13.50070211,20,100
13.5084647,20,100
13.51245329,20,100
13.51373154,20,100
13.51550958,20,100
13.51804501,20,100
13.52375488,20,100
13.52525393,20,100
13.53099993,20,100
13.53287689,20,100
13.53297699,20,100
13.53839949,20,100
13.54210806,20,100
13.54260433,20,100
13.54630663,20,100
13.54760275,20,100
13.54864693,20,100
13.55308125,20,100
13.55456995,20,100
13.55709731,20,100
13.5631279,20,100
13.5684937,20,100
13.57021804,20,100
13.57310627,20,100
13.57578208,20,100
13.57821087,20,100
13.58059587,20,100
13.5830281,20,100
13.58392851,20,100
13.59057211,20,100
13.59297162,20,100
13.59932393,20,100
13.60620153,20,100
13.61464116,20,100
13.61779583,20,100
13.62177768,20,100
13.62207187,20,100
13.62656143,20,100
13.63241873,20,100
13.63296858,20,100
13.63330768,20,100
13.63814026,20,100
13.64480431,20,100
13.65919387,20,100
13.66218866,20,100
13.66413889,20,100
13.66646097,20,100
13.67051895,20,100
13.67353735,20,100
13.67657781,20,100
13.67879188,20,100
13.68123843,20,100
13.68139447,20,100
13.68350659,20,100
13.68452499,20,100
13.68597007,20,100
13.69073986,20,100
13.69394374,20,100
13.69463672,20,100
13.69498113,20,100
13.69535498,20,100
13.71586537,20,100
13.71624006,20,100
13.71759827,20,100
13.71913554,20,100
13.72566766,20,100
13.72905997,20,100
13.72914822,20,100
13.73240612,20,100
13.73243681,20,100
13.73396798,20,100
13.73437906,20,100
13.73455864,20,100
13.73723861,20,100
13.73947654,20,100
13.74201155,20,100
13.74579582,20,100
13.74695326,20,100
13.74981441,20,100
13.75191295,20,100
13.75521761,20,100
13.75552428,20,100
13.75710368,20,100
13.75777424,20,100
13.75795743,20,100
13.76114994,20,100
13.76584724,20,100
13.77025298,20,100
13.78003502,20,100
13.78073607,20,100
13.78508295,20,100
13.78922147,20,100
13.79393804,20,100
13.79657467,20,100
13.80632264,20,100
13.80649589,20,100
13.80730248,20,100
13.80922913,20,100
13.81293372,20,100
13.81465256,20,100
13.82132443,20,100
13.82140748,20,100
13.83334123,20,100
13.83740868,20,100
13.8403765,20,100
13.84158192,20,100
13.85193736,20,100
13.85201999,20,100
13.85490811,20,100
13.85619107,20,100
13.8633452,20,100
13.86627244,20,100
13.86708195,20,100
13.86740994,20,100
13.86831575,20,100
13.87333846,20,100
13.87738457,20,100
13.87787842,20,100
13.87904094,20,100
13.87908901,20,100
13.88619588,20,100
13.888132,20,100
13.90069935,20,100
13.90497732,20,100
13.91003684,20,100
13.91172865,20,100
13.91632182,20,100
13.91836492,20,100
13.92503637,20,100
13.925492,20,100
13.92927849,20,100
13.93287141,20,100
13.93544227,20,100
13.93612116,20,100
13.9364536,20,100
13.94087292,20,100
13.94359025,20,100
13.94449771,20,100
13.94934544,20,100
13.95195007,20,100
13.95332785,20,100
13.95733869,20,100
13.95827731,20,100
13.95935052,20,100
13.96130775,20,100
13.96322314,20,100
13.96850488,20,100
13.96855989,20,100
13.97589932,20,100
13.97618165,20,100
13.97766384,20,100
13.97800534,20,100
13.98077824,20,100
13.98097548,20,100
13.98144177,20,100
13.98151866,20,100
13.98526082,20,100
13.98938688,20,100
13.99128537,20,100
13.99240622,20,100
14.01131116,20,100
14.01747862,20,100
14.02042,20,100
14.028498,20,100
14.02983429,20,100
14.03168071,20,100
14.03862717,20,100
14.04071502,20,100
14.05160689,20,100
14.05356288,20,100
14.0574883,20,100
14.0660021,20,100
14.07406626,20,100
14.07453107,20,100
14.07860433,20,100
14.08207914,20,100
14.08208353,20,100
14.08229817,20,100
14.08475009,20,100
14.09118555,20,100
14.09681381,20,100
14.09995882,20,100
14.10003605,20,100
14.10015511,20,100
14.10142187,20,100
14.10350039,20,100
14.10363747,20,100
14.10375003,20,100
14.10541848,20,100
14.1111619,20,100
14.11549192,20,100
14.11572579,20,100
14.11585953,20,100
14.1170405,20,100
14.11888035,20,100
14.12482195,20,100
14.12660227,20,100
14.12686561,20,100
14.13244329,20,100
14.1324882,20,100
14.13314014,20,100
14.13349808,20,100
14.13618103,20,100
14.13833552,20,100
14.13896594,20,100
14.14077687,20,100
14.14162766,20,100
14.15060634,20,100
14.15453346,20,100
14.15485846,20,100
14.1550445,20,100
14.16229563,20,100
14.16263482,20,100
14.16485979,20,100
14.16505957,20,100
14.16647091,20,100
14.17209988,20,100
14.18039836,20,100
14.18309639,20,100
14.18990655,20,100
14.19367947,20,100
14.20195522,20,100
14.203062,20,100
14.20440531,20,100
14.20465468,20,100
14.20637697,20,100
14.20884006,20,100
14.20964377,20,100
14.21386742,20,100
14.21632461,20,100
14.22244069,20,100
14.22447233,20,100
14.23136905,20,100
14.23372551,20,100
14.24218721,20,100
14.24649744,20,100
14.24772013,20,100
14.25099138,20,100
14.2535481,20,100
14.25736275,20,100
14.265027,20,100
14.26634491,20,100
14.271605,20,100
14.27366228,20,100
14.27473255,20,100
14.2755651,20,100
14.27608094,20,100
14.28711078,20,100
14.29416478,20,100
14.294184,20,100
14.29532096,20,100
14.29659182,20,100
14.29710518,20,100
14.29771109,20,100
14.29815031,20,100
14.29856805,20,100
14.30020337,20,100
14.30361207,20,100
14.31112939,20,100
14.31144332,20,100
14.31250613,20,100
14.31327296,20,100
14.31580216,20,100
14.31692554,20,100
14.31772901,20,100
14.31979932,20,100
14.32196699,20,100
14.32362336,20,100
14.32429352,20,100
14.32488885,20,100
14.32561963,20,100
14.32727911,20,100
14.32740068,20,100
14.32854157,20,100
14.3341339,20,100
14.33469121,20,100
14.33780941,20,100
14.34176866,20,100
14.34183359,20,100
14.34331496,20,100
14.34695079,20,100
14.34867441,20,100
14.35059369,20,100
14.35389126,20,100
14.35562583,20,100
14.35737242,20,100
14.36134162,20,100
14.36303169,20,100
14.36849939,20,100
14.3705238,20,100
14.37877807,20,100
14.38132282,20,100
14.38294898,20,100
14.38352715,20,100
14.40000599,20,100
14.40117182,20,100
14.40538686,20,100
14.40602032,20,100
14.40698998,20,100
14.41479448,20,100
14.41719821,20,100
14.4201871,20,100
14.42145813,20,100
14.42678841,20,100
14.42833741,20,100
14.42998225,20,100
14.43040328,20,100
14.43547551,20,100
14.44217704,20,100
14.44432838,20,100
14.44440041,20,100
14.44724495,20,100
14.45035325,20,100
14.45084079,20,100
14.45794418,20,100
14.45897556,20,100
14.46375812,20,100
14.46525541,20,100
14.46595069,20,100
14.46983341,20,100
14.47000749,20,100
14.47268843,20,100
14.47711675,20,100
14.48034044,20,100
14.48071463,20,100
14.48135619,20,100
14.48432948,20,100
14.48611076,20,100
14.48947335,20,100
14.49369235,20,100
14.49462538,20,100
14.50045065,20,100
14.51176847,20,100
14.51416473,20,100
14.51423207,20,100
14.51557983,20,100
14.51708229,20,100
14.52991646,20,100
14.53705271,20,100
14.53767879,20,100
14.53860766,20,100
14.53913448,20,100
14.53998834,20,100
14.54305425,20,100
14.54344891,20,100
14.55154834,20,100
14.55608413,20,100
14.55670666,20,100
