,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
37,0.009062675680020317,20,200,type2,4000
38,0.009202463140100838,20,200,type2,4000
36,0.009528357731802141,20,100,type1,5000
13,0.009761348864917358,20,300,type3,1000
39,0.0100329415832389,20,200,type2,4000
37,0.010111139372710626,20,100,type1,5000
38,0.010399308512592836,20,100,type1,5000
39,0.0104957396956332,20,100,type1,5000
40,0.010509940185557076,20,200,type2,4000
40,0.010836669975403257,20,100,type1,5000
41,0.010967787857528069,20,100,type1,5000
42,0.011011214955052145,20,100,type1,5000
41,0.011079334910529984,20,200,type2,4000
14,0.01117250712990756,20,300,type3,1000
42,0.011311340842485449,20,200,type2,4000
43,0.011455597164858729,20,100,type1,5000
44,0.011526063513045864,20,100,type1,5000
43,0.011631771650554635,20,200,type2,4000
44,0.011688437557436787,20,200,type2,4000
45,0.011702114856010718,20,200,type2,4000
46,0.01211706383674365,20,200,type2,4000
45,0.012154499805215404,20,100,type1,5000
47,0.012281143790880808,20,200,type2,4000
46,0.012307384942945912,20,100,type1,5000
15,0.012338414409580686,20,300,type3,1000
48,0.012516978699467845,20,200,type2,4000
47,0.01251814252811317,20,100,type1,5000
49,0.012780022597199866,20,200,type2,4000
48,0.012825251953318483,20,100,type1,5000
50,0.012947059023361771,20,200,type2,4000
16,0.012978788912382968,20,300,type3,1000
51,0.013046033535939236,20,200,type2,4000
49,0.013096125563321992,20,100,type1,5000
52,0.013195825504519492,20,200,type2,4000
17,0.013209427156408849,20,300,type3,1000
50,0.013455676403901055,20,100,type1,5000
51,0.013640851558403578,20,100,type1,5000
53,0.013962376416305053,20,200,type2,4000
52,0.014147523499569067,20,100,type1,5000
18,0.014168507084014847,20,300,type3,1000
54,0.01417473676677945,20,200,type2,4000
53,0.014280522551678502,20,100,type1,5000
54,0.014458518082799696,20,100,type1,5000
55,0.014482750348379857,20,200,type2,4000
56,0.01449333464766972,20,200,type2,4000
55,0.014508321740102116,20,100,type1,5000
57,0.015078612019781258,20,200,type2,4000
56,0.01508202683610875,20,100,type1,5000
57,0.015158372635503124,20,100,type1,5000
58,0.015180201661081834,20,100,type1,5000
59,0.015196760381195901,20,100,type1,5000
60,0.015267771103611098,20,100,type1,5000
61,0.015411821299428901,20,100,type1,5000
62,0.015436715232060342,20,100,type1,5000
58,0.015511393665125701,20,200,type2,4000
59,0.015588761552219504,20,200,type2,4000
60,0.015787177684639903,20,200,type2,4000
61,0.01584985537577188,20,200,type2,4000
63,0.015928866172220325,20,100,type1,5000
62,0.016028059960079534,20,200,type2,4000
63,0.01608486047788226,20,200,type2,4000
64,0.016124462048173936,20,200,type2,4000
19,0.01615187235219179,20,300,type3,1000
64,0.016232561984128598,20,100,type1,5000
65,0.016372310532646265,20,200,type2,4000
66,0.016403111061005102,20,200,type2,4000
67,0.016429065042030486,20,200,type2,4000
65,0.016457635032814662,20,100,type1,5000
66,0.016521322969817523,20,100,type1,5000
67,0.016651390249258147,20,100,type1,5000
68,0.016692026158916462,20,200,type2,4000
69,0.016803690517348115,20,200,type2,4000
68,0.016931851279973372,20,100,type1,5000
70,0.016993042761016857,20,200,type2,4000
71,0.017048615960838547,20,200,type2,4000
69,0.01723041661946365,20,100,type1,5000
20,0.01724350310304494,20,300,type3,1000
72,0.017248558552189666,20,200,type2,4000
70,0.01725742463536199,20,100,type1,5000
71,0.017309103642975995,20,100,type1,5000
73,0.017774533929351747,20,200,type2,4000
74,0.017989888527570348,20,200,type2,4000
72,0.01817872923077373,20,100,type1,5000
73,0.018214874339402623,20,100,type1,5000
74,0.018408901918226934,20,100,type1,5000
75,0.018514369184357705,20,100,type1,5000
21,0.018569318991857122,20,300,type3,1000
76,0.018597641603844365,20,100,type1,5000
22,0.018788353291453747,20,300,type3,1000
77,0.01891367900140726,20,100,type1,5000
78,0.019067149713237665,20,100,type1,5000
75,0.019383450685971925,20,200,type2,4000
79,0.01945363518159643,20,100,type1,5000
76,0.019491680520635584,20,200,type2,4000
80,0.019614383649727746,20,100,type1,5000
23,0.01961943526739535,20,300,type3,1000
77,0.019703173965753763,20,200,type2,4000
81,0.01976971508271798,20,100,type1,5000
82,0.019962906186562147,20,100,type1,5000
83,0.01996807482505596,20,100,type1,5000
78,0.02024908443596281,20,200,type2,4000
84,0.020291612287884234,20,100,type1,5000
85,0.020324247891093616,20,100,type1,5000
24,0.02033710817396546,20,300,type3,1000
86,0.02060974156295102,20,100,type1,5000
25,0.020675487891463593,20,300,type3,1000
87,0.020690567155337136,20,100,type1,5000
79,0.020819749260248745,20,200,type2,4000
88,0.02081995413142176,20,100,type1,5000
89,0.021063497571240864,20,100,type1,5000
90,0.021130058886212114,20,100,type1,5000
91,0.02129419217495473,20,100,type1,5000
26,0.02137802262354949,20,300,type3,1000
92,0.02137931689650593,20,100,type1,5000
93,0.021396569231705485,20,100,type1,5000
94,0.021422829161697427,20,100,type1,5000
80,0.02148423396802432,20,200,type2,4000
81,0.021812327990889478,20,200,type2,4000
82,0.02181375172307604,20,200,type2,4000
83,0.02188250435331824,20,200,type2,4000
84,0.021893874332911994,20,200,type2,4000
95,0.021971385878795158,20,100,type1,5000
96,0.022002475945187304,20,100,type1,5000
85,0.022010653174457245,20,200,type2,4000
97,0.022054086996460737,20,100,type1,5000
98,0.022208043788649184,20,100,type1,5000
86,0.022237629506800492,20,200,type2,4000
99,0.02238701993616174,20,100,type1,5000
87,0.02240620657170505,20,200,type2,4000
88,0.02248243891494289,20,200,type2,4000
89,0.022521873387671983,20,200,type2,4000
100,0.022532295051321885,20,100,type1,5000
27,0.022774615558605528,20,300,type3,1000
28,0.02282038042951293,20,300,type3,1000
90,0.02289340568363858,20,200,type2,4000
91,0.023105940480037744,20,200,type2,4000
101,0.02313146689643403,20,100,type1,5000
92,0.02318264500653312,20,200,type2,4000
102,0.02318341518104236,20,100,type1,5000
103,0.023201041046009174,20,100,type1,5000
104,0.023241096667755114,20,100,type1,5000
93,0.023241317194750175,20,200,type2,4000
94,0.023470519405637363,20,200,type2,4000
105,0.023474082982485555,20,100,type1,5000
106,0.023513735956408894,20,100,type1,5000
95,0.02356894786182895,20,200,type2,4000
107,0.02357290614222923,20,100,type1,5000
96,0.023649514199158204,20,200,type2,4000
108,0.023665679883163423,20,100,type1,5000
109,0.023732790470844745,20,100,type1,5000
110,0.023819877205880264,20,100,type1,5000
97,0.02396790475678648,20,200,type2,4000
111,0.024006318578450727,20,100,type1,5000
29,0.02430220178949032,20,300,type3,1000
98,0.024309766935392867,20,200,type2,4000
99,0.024361405584853862,20,200,type2,4000
100,0.024387039106964516,20,200,type2,4000
101,0.02458157002290642,20,200,type2,4000
112,0.02463350425682362,20,100,type1,5000
113,0.02476537000749955,20,100,type1,5000
30,0.024771249990992863,20,300,type3,1000
114,0.02500518344388077,20,100,type1,5000
102,0.025316527870314107,20,200,type2,4000
115,0.025321597103643758,20,100,type1,5000
103,0.02544702601530849,20,200,type2,4000
31,0.025502327575844076,20,300,type3,1000
116,0.025515345241594888,20,100,type1,5000
117,0.025541793685453614,20,100,type1,5000
104,0.025559385425329494,20,200,type2,4000
118,0.025590636676743626,20,100,type1,5000
105,0.025679690823881447,20,200,type2,4000
119,0.02568021092068134,20,100,type1,5000
32,0.025762657522334222,20,300,type3,1000
120,0.025854527954437455,20,100,type1,5000
106,0.02587199306743216,20,200,type2,4000
121,0.026026317531408175,20,100,type1,5000
33,0.02608936337245685,20,300,type3,1000
107,0.026210750208325993,20,200,type2,4000
122,0.02628970217116383,20,100,type1,5000
123,0.02637336848167521,20,100,type1,5000
108,0.026406085171342717,20,200,type2,4000
124,0.026658892032277788,20,100,type1,5000
34,0.026730220891124097,20,300,type3,1000
109,0.02688527520843427,20,200,type2,4000
110,0.026910139329771914,20,200,type2,4000
35,0.026963521588760392,20,300,type3,1000
36,0.02697504251169622,20,300,type3,1000
125,0.027083771430608344,20,100,type1,5000
111,0.027095088687873716,20,200,type2,4000
126,0.027138709915687335,20,100,type1,5000
127,0.027163160950662277,20,100,type1,5000
37,0.027373558669688863,20,300,type3,1000
38,0.027513370695057302,20,300,type3,1000
39,0.02776180670008802,20,300,type3,1000
128,0.027902111936733445,20,100,type1,5000
112,0.027959766585911018,20,200,type2,4000
129,0.028020048126202752,20,100,type1,5000
113,0.028054391358677204,20,200,type2,4000
130,0.028144428289412392,20,100,type1,5000
40,0.028232200153995298,20,300,type3,1000
114,0.028304128640454507,20,200,type2,4000
131,0.028406924847044997,20,100,type1,5000
132,0.028487601101209546,20,100,type1,5000
133,0.02890281542053905,20,100,type1,5000
115,0.02895066842471273,20,200,type2,4000
116,0.029117679568140237,20,200,type2,4000
41,0.02930708413942532,20,300,type3,1000
117,0.029313436980570054,20,200,type2,4000
134,0.029381504656707174,20,100,type1,5000
118,0.029417397366712388,20,200,type2,4000
119,0.029476966902072962,20,200,type2,4000
135,0.029609648675605345,20,100,type1,5000
136,0.0296630226922143,20,100,type1,5000
137,0.029700111708565714,20,100,type1,5000
120,0.03006350026386233,20,200,type2,4000
42,0.030122949762892336,20,300,type3,1000
121,0.030129208430295495,20,200,type2,4000
43,0.030417576315500846,20,300,type3,1000
138,0.030454154449185002,20,100,type1,5000
122,0.03050989609259229,20,200,type2,4000
123,0.0307344533201309,20,200,type2,4000
124,0.030764794666475134,20,200,type2,4000
139,0.03081362871822403,20,100,type1,5000
44,0.030989852589442063,20,300,type3,1000
45,0.031013905452510253,20,300,type3,1000
140,0.03103423088044364,20,100,type1,5000
141,0.031053492160180544,20,100,type1,5000
142,0.031120135029106526,20,100,type1,5000
125,0.031385001242474765,20,200,type2,4000
46,0.03153081282126549,20,300,type3,1000
126,0.031546161511618404,20,200,type2,4000
127,0.03154645141876059,20,200,type2,4000
143,0.03180027241555743,20,100,type1,5000
144,0.031871343434889364,20,100,type1,5000
128,0.03188218342166265,20,200,type2,4000
145,0.031990384539267586,20,100,type1,5000
129,0.032036173982761776,20,200,type2,4000
146,0.032059062187981935,20,100,type1,5000
147,0.032311598494087754,20,100,type1,5000
47,0.03232267758883025,20,300,type3,1000
48,0.03256060285719005,20,300,type3,1000
130,0.032701898930357916,20,200,type2,4000
49,0.03276332832869756,20,300,type3,1000
50,0.032949050626129725,20,300,type3,1000
148,0.03312620452359558,20,100,type1,5000
131,0.033748013439201,20,200,type2,4000
149,0.03375214085291145,20,100,type1,5000
150,0.03386877227285425,20,100,type1,5000
151,0.03411248818182443,20,100,type1,5000
132,0.034192035065448816,20,200,type2,4000
152,0.03424612837581815,20,100,type1,5000
133,0.03453539979231359,20,200,type2,4000
153,0.03460263931339838,20,100,type1,5000
154,0.034697205054438615,20,100,type1,5000
134,0.03476535798480646,20,200,type2,4000
135,0.03480013688285378,20,200,type2,4000
136,0.03489562406637679,20,200,type2,4000
155,0.03492039393462506,20,100,type1,5000
156,0.03503097243761944,20,100,type1,5000
137,0.035056983729825054,20,200,type2,4000
138,0.035124178725172296,20,200,type2,4000
157,0.03570402459831463,20,100,type1,5000
51,0.03609107283816096,20,300,type3,1000
158,0.03616908865282709,20,100,type1,5000
139,0.03650828284136614,20,200,type2,4000
140,0.03664114206404295,20,200,type2,4000
141,0.036657444394451795,20,200,type2,4000
159,0.0368261514065569,20,100,type1,5000
142,0.03685047117761814,20,200,type2,4000
160,0.03692368749229054,20,100,type1,5000
143,0.03698557408182702,20,200,type2,4000
161,0.03704734992276514,20,100,type1,5000
162,0.03742221427918296,20,100,type1,5000
144,0.03742782251829423,20,200,type2,4000
163,0.037522767692919325,20,100,type1,5000
164,0.03756806688475902,20,100,type1,5000
145,0.03758155114787715,20,200,type2,4000
165,0.03770796269002733,20,100,type1,5000
146,0.03777881454861476,20,200,type2,4000
147,0.03781965636134201,20,200,type2,4000
148,0.03789327151666203,20,200,type2,4000
149,0.03797435421019806,20,200,type2,4000
166,0.03799023824934956,20,100,type1,5000
52,0.03808784409075888,20,300,type3,1000
167,0.03823973724143619,20,100,type1,5000
150,0.03841753051672023,20,200,type2,4000
151,0.038424708268740164,20,200,type2,4000
168,0.03855620430728965,20,100,type1,5000
169,0.03860787459782522,20,100,type1,5000
170,0.03865233229832266,20,100,type1,5000
53,0.03865677047417054,20,300,type3,1000
152,0.03867903876486255,20,200,type2,4000
171,0.03873898068515523,20,100,type1,5000
172,0.03875719383130061,20,100,type1,5000
153,0.038814874975142154,20,200,type2,4000
154,0.03882986033989415,20,200,type2,4000
155,0.03887983370524629,20,200,type2,4000
173,0.03897974941854753,20,100,type1,5000
174,0.03904060276082501,20,100,type1,5000
175,0.03906699305374172,20,100,type1,5000
156,0.039094326407637436,20,200,type2,4000
157,0.03953928840218704,20,200,type2,4000
158,0.03963935729398198,20,200,type2,4000
159,0.03986399470928726,20,200,type2,4000
176,0.039906530074526284,20,100,type1,5000
177,0.040003981576245164,20,100,type1,5000
178,0.04015000005334234,20,100,type1,5000
160,0.04025131466151895,20,200,type2,4000
161,0.04025189690876843,20,200,type2,4000
162,0.04038198568114901,20,200,type2,4000
179,0.040465797006058894,20,100,type1,5000
54,0.04079480592145893,20,300,type3,1000
163,0.040815049438867206,20,200,type2,4000
180,0.040838793552664066,20,100,type1,5000
164,0.04100718865882269,20,200,type2,4000
165,0.041079537978396884,20,200,type2,4000
181,0.041172328645675015,20,100,type1,5000
182,0.04121787412522599,20,100,type1,5000
55,0.04122785752699022,20,300,type3,1000
56,0.041625874569469326,20,300,type3,1000
166,0.04178282684427393,20,200,type2,4000
57,0.04188269843244986,20,300,type3,1000
183,0.041884628342082224,20,100,type1,5000
184,0.04211395370910314,20,100,type1,5000
185,0.042244085326772075,20,100,type1,5000
167,0.04229174153505556,20,200,type2,4000
186,0.04237318991426097,20,100,type1,5000
187,0.042433563255984026,20,100,type1,5000
188,0.04258112705713552,20,100,type1,5000
189,0.042663237964342106,20,100,type1,5000
190,0.04275583628850069,20,100,type1,5000
191,0.042766933828215566,20,100,type1,5000
168,0.04280893369294015,20,200,type2,4000
192,0.04295773077780897,20,100,type1,5000
169,0.04301180263847993,20,200,type2,4000
170,0.043058339117590765,20,200,type2,4000
171,0.04308837981978938,20,200,type2,4000
172,0.043221200754841496,20,200,type2,4000
173,0.04333900798504545,20,200,type2,4000
174,0.04342430479407518,20,200,type2,4000
193,0.04342895340138353,20,100,type1,5000
175,0.04393910812251619,20,200,type2,4000
176,0.043940761866181094,20,200,type2,4000
177,0.0439424851677911,20,200,type2,4000
194,0.04398553343366829,20,100,type1,5000
195,0.04402455070749672,20,100,type1,5000
196,0.0440499234388328,20,100,type1,5000
178,0.04411951917177894,20,200,type2,4000
179,0.0442327644845321,20,200,type2,4000
197,0.04430944162688049,20,100,type1,5000
198,0.044429334359094616,20,100,type1,5000
199,0.04461603271613474,20,100,type1,5000
58,0.044651794264092826,20,300,type3,1000
200,0.04493934523764145,20,100,type1,5000
201,0.04498861761943064,20,100,type1,5000
202,0.04501749050017371,20,100,type1,5000
180,0.045062098984005726,20,200,type2,4000
181,0.04508439802418936,20,200,type2,4000
203,0.045108294488303315,20,100,type1,5000
204,0.04519613618930879,20,100,type1,5000
182,0.04522885875460067,20,200,type2,4000
205,0.0452361841303277,20,100,type1,5000
206,0.04544444511705284,20,100,type1,5000
183,0.04549879383538396,20,200,type2,4000
207,0.04557195161793624,20,100,type1,5000
208,0.04574025559758548,20,100,type1,5000
184,0.04575847148807702,20,200,type2,4000
185,0.04578301387058657,20,200,type2,4000
209,0.045831891395960236,20,100,type1,5000
186,0.04594438468012489,20,200,type2,4000
59,0.04604618912304666,20,300,type3,1000
187,0.0460928390020939,20,200,type2,4000
210,0.04609716889875505,20,100,type1,5000
60,0.04609934924041609,20,300,type3,1000
211,0.046347626444422495,20,100,type1,5000
188,0.046364531386137144,20,200,type2,4000
212,0.04637026929937069,20,100,type1,5000
213,0.04637517273329856,20,100,type1,5000
189,0.04637957445376095,20,200,type2,4000
190,0.0464300277009848,20,200,type2,4000
191,0.04647162536779813,20,200,type2,4000
61,0.04649216349633289,20,300,type3,1000
214,0.04657006611905165,20,100,type1,5000
215,0.04661706392899682,20,100,type1,5000
192,0.04665775324275555,20,200,type2,4000
62,0.04667021443832839,20,300,type3,1000
216,0.046710444920336325,20,100,type1,5000
193,0.04690546448922363,20,200,type2,4000
63,0.046958668618865565,20,300,type3,1000
64,0.04737166902587798,20,300,type3,1000
194,0.04753884951483968,20,200,type2,4000
217,0.047922859851724606,20,100,type1,5000
218,0.04794022034590613,20,100,type1,5000
195,0.04795849610302358,20,200,type2,4000
219,0.04805266255337715,20,100,type1,5000
220,0.04806026924761866,20,100,type1,5000
196,0.04841352993781493,20,200,type2,4000
221,0.04842175784706693,20,100,type1,5000
65,0.04862695380768916,20,300,type3,1000
197,0.04867018347743913,20,200,type2,4000
222,0.048682389754276495,20,100,type1,5000
223,0.048760809994546246,20,100,type1,5000
224,0.048833634131435384,20,100,type1,5000
198,0.04886558826092575,20,200,type2,4000
225,0.04890725202464119,20,100,type1,5000
199,0.04927445457900208,20,200,type2,4000
66,0.04927798904174632,20,300,type3,1000
67,0.04941604593341915,20,300,type3,1000
226,0.04952522737246248,20,100,type1,5000
227,0.049907140895837636,20,100,type1,5000
68,0.05007216251399576,20,300,type3,1000
228,0.050168177742738344,20,100,type1,5000
229,0.05018222173076815,20,100,type1,5000
69,0.050441543375411416,20,300,type3,1000
230,0.050443393339493096,20,100,type1,5000
200,0.05048255900700072,20,200,type2,4000
201,0.050526985811369766,20,200,type2,4000
202,0.05058448314450616,20,200,type2,4000
231,0.0506905986732522,20,100,type1,5000
203,0.050756465039967266,20,200,type2,4000
232,0.05078826935976679,20,100,type1,5000
233,0.0509138551503491,20,100,type1,5000
234,0.05102363429962211,20,100,type1,5000
235,0.05102992911947026,20,100,type1,5000
236,0.05103514598685298,20,100,type1,5000
237,0.05104682390578978,20,100,type1,5000
238,0.05108086804832679,20,100,type1,5000
239,0.05137177232419856,20,100,type1,5000
204,0.05164099020034479,20,200,type2,4000
240,0.05164265258244594,20,100,type1,5000
70,0.051860962642212974,20,300,type3,1000
205,0.05192042973009458,20,200,type2,4000
241,0.05197493094823021,20,100,type1,5000
206,0.05197538537495272,20,200,type2,4000
242,0.05202670217197918,20,100,type1,5000
243,0.05202704008670926,20,100,type1,5000
244,0.052358902780482455,20,100,type1,5000
207,0.052380791785630744,20,200,type2,4000
208,0.05239467562585631,20,200,type2,4000
209,0.05265521111335228,20,200,type2,4000
245,0.05280507110520514,20,100,type1,5000
210,0.0528680060632957,20,200,type2,4000
71,0.05293112937407858,20,300,type3,1000
246,0.05293193101677256,20,100,type1,5000
247,0.05301278090903038,20,100,type1,5000
211,0.05301625508455143,20,200,type2,4000
248,0.05320468160124422,20,100,type1,5000
249,0.05326753842769758,20,100,type1,5000
250,0.05329624121066086,20,100,type1,5000
72,0.05346602963798654,20,300,type3,1000
73,0.05357544083154835,20,300,type3,1000
212,0.053609096746271956,20,200,type2,4000
213,0.05379699947794826,20,200,type2,4000
74,0.05410656051141388,20,300,type3,1000
251,0.054227569600715356,20,100,type1,5000
214,0.05422813094019605,20,200,type2,4000
252,0.054280175744716795,20,100,type1,5000
215,0.05464571751507062,20,200,type2,4000
253,0.055153273599432916,20,100,type1,5000
216,0.05524271999707746,20,200,type2,4000
217,0.055262557177773466,20,200,type2,4000
254,0.0556165705321972,20,100,type1,5000
218,0.055628594221609866,20,200,type2,4000
255,0.0558038247263197,20,100,type1,5000
75,0.055816134859294944,20,300,type3,1000
256,0.05581856821787041,20,100,type1,5000
257,0.055882904595093257,20,100,type1,5000
258,0.05607210924045336,20,100,type1,5000
259,0.056272713924509186,20,100,type1,5000
219,0.056379641402285845,20,200,type2,4000
220,0.056561605982909206,20,200,type2,4000
221,0.056621078504569,20,200,type2,4000
76,0.05668061838103012,20,300,type3,1000
260,0.05676265186972993,20,100,type1,5000
261,0.05690344226494563,20,100,type1,5000
262,0.056967779202867115,20,100,type1,5000
77,0.05696916572366933,20,300,type3,1000
263,0.05699375881949926,20,100,type1,5000
264,0.057318234902976564,20,100,type1,5000
265,0.057382037890766284,20,100,type1,5000
266,0.05755864297826232,20,100,type1,5000
267,0.057850093170482404,20,100,type1,5000
268,0.05788250480988612,20,100,type1,5000
222,0.05788784616419055,20,200,type2,4000
78,0.057905554786047565,20,300,type3,1000
269,0.05796638668022313,20,100,type1,5000
223,0.0579923281503123,20,200,type2,4000
79,0.05804928627773159,20,300,type3,1000
270,0.05822065538739787,20,100,type1,5000
271,0.058409001902950265,20,100,type1,5000
272,0.0584544583933269,20,100,type1,5000
224,0.058589853387709924,20,200,type2,4000
273,0.05869307357758667,20,100,type1,5000
274,0.0587093077833262,20,100,type1,5000
275,0.05875035583162922,20,100,type1,5000
225,0.05880584918802997,20,200,type2,4000
80,0.05912256210568388,20,300,type3,1000
276,0.059203003068210615,20,100,type1,5000
277,0.05922123048618767,20,100,type1,5000
226,0.05934982557554851,20,200,type2,4000
278,0.05952244765395896,20,100,type1,5000
227,0.059553250636344666,20,200,type2,4000
228,0.05956820729980485,20,200,type2,4000
279,0.05965449317057638,20,100,type1,5000
280,0.059865074858418334,20,100,type1,5000
281,0.059904695677364485,20,100,type1,5000
282,0.060086995930141315,20,100,type1,5000
229,0.06009387578901272,20,200,type2,4000
230,0.06014582846373365,20,200,type2,4000
231,0.06014743563696507,20,200,type2,4000
283,0.06019974756897033,20,100,type1,5000
232,0.06022182614997928,20,200,type2,4000
233,0.06024239251015899,20,200,type2,4000
234,0.06044526217659577,20,200,type2,4000
81,0.06059920407613401,20,300,type3,1000
235,0.0606490428042266,20,200,type2,4000
284,0.060816887490230856,20,100,type1,5000
236,0.06082911806662926,20,200,type2,4000
237,0.06090551272141316,20,200,type2,4000
285,0.06114010341085806,20,100,type1,5000
286,0.061264307662219464,20,100,type1,5000
287,0.06127906249384223,20,100,type1,5000
238,0.061713206336879656,20,200,type2,4000
239,0.06180662972642463,20,200,type2,4000
288,0.06201351877263773,20,100,type1,5000
289,0.0620589518710456,20,100,type1,5000
240,0.062109220677614194,20,200,type2,4000
290,0.06216977492559781,20,100,type1,5000
241,0.06217207570492889,20,200,type2,4000
242,0.06229249264251861,20,200,type2,4000
82,0.062301174637900955,20,300,type3,1000
291,0.06235820626730858,20,100,type1,5000
243,0.06238194355290249,20,200,type2,4000
244,0.06245257770837971,20,200,type2,4000
245,0.062464013827947244,20,200,type2,4000
246,0.06247500610201661,20,200,type2,4000
83,0.06255510862724889,20,300,type3,1000
247,0.06256437427348625,20,200,type2,4000
248,0.06265016783378875,20,200,type2,4000
249,0.0627900881120558,20,200,type2,4000
84,0.0627974871589538,20,300,type3,1000
250,0.06289968396543484,20,200,type2,4000
292,0.06306473968538631,20,100,type1,5000
293,0.06309008838260526,20,100,type1,5000
251,0.0631050783690113,20,200,type2,4000
294,0.06311874344676124,20,100,type1,5000
295,0.06331884397113226,20,100,type1,5000
252,0.06334371956638547,20,200,type2,4000
296,0.06334759039308245,20,100,type1,5000
297,0.06340850871239341,20,100,type1,5000
85,0.06348023320242574,20,300,type3,1000
253,0.06361942095837886,20,200,type2,4000
254,0.06365579950655266,20,200,type2,4000
86,0.06372072607831755,20,300,type3,1000
87,0.06376138316722285,20,300,type3,1000
88,0.06376146248164152,20,300,type3,1000
298,0.06382098208203693,20,100,type1,5000
299,0.0639014953643628,20,100,type1,5000
300,0.06398876545446282,20,100,type1,5000
301,0.06413841516191279,20,100,type1,5000
302,0.06417889149559303,20,100,type1,5000
303,0.06445103041509943,20,100,type1,5000
304,0.0645220346332416,20,100,type1,5000
255,0.06501236750733914,20,200,type2,4000
305,0.06509365979776018,20,100,type1,5000
256,0.06509606073613357,20,200,type2,4000
257,0.06519708545948044,20,200,type2,4000
306,0.06522218118773207,20,100,type1,5000
258,0.06531661084916952,20,200,type2,4000
307,0.06537708734577233,20,100,type1,5000
308,0.065439664269448,20,100,type1,5000
309,0.0655558301961995,20,100,type1,5000
310,0.06559769958511888,20,100,type1,5000
311,0.06595878646608645,20,100,type1,5000
259,0.06596313437158827,20,200,type2,4000
