,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type
16,1.4363177062815566,25,175,type4
76,1.4463837409660647,25,25,type1
77,1.4514043328866324,25,25,type1
78,1.467109941316358,25,25,type1
79,1.471039579276162,25,25,type1
80,1.486532228700515,25,25,type1
33,1.5003531279243265,25,75,type2
81,1.511546315582682,25,25,type1
34,1.5180069092264719,25,75,type2
82,1.5238994060634699,25,25,type1
83,1.5266458010435218,25,25,type1
35,1.5535315024006286,25,75,type2
84,1.5550878633068477,25,25,type1
85,1.5618159027568308,25,25,type1
86,1.5627378339955094,25,25,type1
87,1.5633184282285428,25,25,type1
88,1.5695983957443602,25,25,type1
36,1.588573713288136,25,75,type2
89,1.5995449382763054,25,25,type1
90,1.6068983983832248,25,25,type1
37,1.616783180222462,25,75,type2
91,1.627568079582671,25,25,type1
38,1.645065175612143,25,75,type2
92,1.6734995792712768,25,25,type1
93,1.6754653862870563,25,25,type1
17,1.6882323282950722,25,175,type4
94,1.69041770058172,25,25,type1
95,1.697788672950784,25,25,type1
96,1.704410286647825,25,25,type1
97,1.7058338076687414,25,25,type1
98,1.7296540237158944,25,25,type1
33,1.742146626145368,25,125,type3
39,1.7648959196184315,25,75,type2
99,1.779254468620492,25,25,type1
100,1.8616157681362837,25,25,type1
101,1.8860817329820905,25,25,type1
102,1.8867721665402246,25,25,type1
103,1.8926909530973284,25,25,type1
18,1.8949903340486118,25,175,type4
104,1.9023030089241064,25,25,type1
40,1.909510636069597,25,75,type2
41,1.9103891747833546,25,75,type2
34,1.9359469396762385,25,125,type3
35,1.9661397805040848,25,125,type3
42,1.976145496128709,25,75,type2
36,1.9840557576062796,25,125,type3
19,1.98889086107008,25,175,type4
43,1.9918731011179482,25,75,type2
105,2.0098912719958033,25,25,type1
20,2.0154233959079155,25,175,type4
44,2.033823475208821,25,75,type2
106,2.035493707224256,25,25,type1
37,2.0424165779340466,25,125,type3
21,2.0443080008235084,25,175,type4
22,2.0498830735001694,25,175,type4
23,2.0604382619423727,25,175,type4
24,2.063562062525808,25,175,type4
107,2.0654940666523394,25,25,type1
108,2.07395220023269,25,25,type1
109,2.0881472310112206,25,25,type1
45,2.11915495180525,25,75,type2
110,2.121463814345548,25,25,type1
111,2.1468473485336106,25,25,type1
112,2.1495976511948354,25,25,type1
25,2.156911854874197,25,175,type4
113,2.163187184512019,25,25,type1
114,2.177495110665316,25,25,type1
115,2.1809267773379264,25,25,type1
46,2.189331822431693,25,75,type2
38,2.191604164098752,25,125,type3
47,2.205854264956254,25,75,type2
48,2.2079675965006484,25,75,type2
49,2.210282891982032,25,75,type2
26,2.2147177449634863,25,175,type4
27,2.2200463619104456,25,175,type4
116,2.244280477121293,25,25,type1
117,2.2453915299615916,25,25,type1
39,2.25307725755241,25,125,type3
118,2.2573220600962713,25,25,type1
119,2.2803163942668148,25,25,type1
28,2.2960199128685423,25,175,type4
50,2.301633121781961,25,75,type2
120,2.302276940565223,25,25,type1
121,2.3058799770422342,25,25,type1
29,2.323643991343629,25,175,type4
40,2.326005778241088,25,125,type3
51,2.3326671181701926,25,75,type2
52,2.340096429447242,25,75,type2
30,2.3487650467753847,25,175,type4
31,2.364375837037241,25,175,type4
53,2.367782222034062,25,75,type2
32,2.3682369139473565,25,175,type4
122,2.386575274825183,25,25,type1
33,2.4107099472983142,25,175,type4
123,2.415254671463769,25,25,type1
34,2.41570239508616,25,175,type4
41,2.416189603219979,25,125,type3
35,2.4176881868902433,25,175,type4
36,2.424802717997125,25,175,type4
124,2.4555875601837505,25,25,type1
125,2.4722369961995274,25,25,type1
37,2.481736217443251,25,175,type4
126,2.493812687477256,25,25,type1
38,2.5012483109600185,25,175,type4
127,2.5053457694031414,25,25,type1
128,2.506428616088236,25,25,type1
42,2.5152634881641696,25,125,type3
54,2.516815712109259,25,75,type2
129,2.526550878124856,25,25,type1
55,2.5280818223901647,25,75,type2
130,2.528107870371553,25,25,type1
131,2.5358711007270864,25,25,type1
132,2.543594944901433,25,25,type1
39,2.571675903908963,25,175,type4
40,2.5762465077863363,25,175,type4
41,2.603323847327703,25,175,type4
133,2.610175611969488,25,25,type1
42,2.6169737924277694,25,175,type4
134,2.6264329701794784,25,25,type1
135,2.6355919440629743,25,25,type1
43,2.6398312021322226,25,125,type3
56,2.670199741639782,25,75,type2
136,2.6795233357030623,25,25,type1
137,2.6850209118401396,25,25,type1
138,2.688747152492046,25,25,type1
139,2.69223566106634,25,25,type1
140,2.698333920706986,25,25,type1
141,2.6984681150204497,25,25,type1
142,2.7199079040990126,25,25,type1
143,2.7488280518746433,25,25,type1
144,2.748914747571341,25,25,type1
43,2.7561755737461238,25,175,type4
145,2.758147943554795,25,25,type1
57,2.799773220917081,25,75,type2
146,2.85160324584252,25,25,type1
58,2.857875590555931,25,75,type2
147,2.8583827717390458,25,25,type1
148,2.863406587569909,25,25,type1
59,2.864639913405903,25,75,type2
149,2.8690376304938994,25,25,type1
150,2.9278075205721885,25,25,type1
151,2.9392013835984017,25,25,type1
152,2.943275128448904,25,25,type1
153,2.9456552781703618,25,25,type1
60,2.9474248823840754,25,75,type2
154,2.960540064422676,25,25,type1
44,2.9628445065613453,25,125,type3
45,2.976400727286169,25,125,type3
61,2.992203338774905,25,75,type2
155,3.0130110323061126,25,25,type1
46,3.020190229107156,25,125,type3
156,3.025192410917928,25,25,type1
157,3.039374084702373,25,25,type1
47,3.0417826519740676,25,125,type3
158,3.065496900578497,25,25,type1
159,3.074467081952884,25,25,type1
160,3.084243058233435,25,25,type1
161,3.0875798895402378,25,25,type1
162,3.088261712350639,25,25,type1
62,3.1028835001690376,25,75,type2
163,3.107251892758734,25,25,type1
164,3.11751223758659,25,25,type1
165,3.131233018305189,25,25,type1
63,3.1598367868219683,25,75,type2
64,3.171627582445615,25,75,type2
166,3.1821213497570366,25,25,type1
167,3.182828452055806,25,25,type1
168,3.1832260007565014,25,25,type1
169,3.1847912216511802,25,25,type1
170,3.199257287125213,25,25,type1
171,3.2000976875292984,25,25,type1
172,3.201636546734174,25,25,type1
173,3.2081794577266307,25,25,type1
174,3.2095990187269283,25,25,type1
175,3.2134559311999795,25,25,type1
176,3.2148838547231686,25,25,type1
177,3.217513642060024,25,25,type1
178,3.217768600082269,25,25,type1
179,3.2192657247747145,25,25,type1
180,3.221071524292618,25,25,type1
181,3.2213076337278648,25,25,type1
65,3.2290911370936235,25,75,type2
182,3.229747633937088,25,25,type1
183,3.2314825398503286,25,25,type1
184,3.2351988254345807,25,25,type1
185,3.2374931064628973,25,25,type1
186,3.238068446055159,25,25,type1
187,3.2389689084910542,25,25,type1
188,3.243188686529966,25,25,type1
189,3.2435471662047086,25,25,type1
190,3.2439350608341755,25,25,type1
191,3.2491987214070432,25,25,type1
48,3.25024473859994,25,125,type3
192,3.2511253904062922,25,25,type1
193,3.25340580608228,25,25,type1
194,3.2542397582422313,25,25,type1
195,3.255810403938367,25,25,type1
196,3.256064680688006,25,25,type1
66,3.2571686194883007,25,75,type2
197,3.2590343589296076,25,25,type1
198,3.268106021364138,25,25,type1
199,3.269066102413331,25,25,type1
200,3.2805290281610615,25,25,type1
201,3.2809501235210483,25,25,type1
202,3.2812273422441303,25,25,type1
203,3.2824779859053037,25,25,type1
204,3.282555555677109,25,25,type1
205,3.283114773774503,25,25,type1
206,3.285047046979768,25,25,type1
207,3.2911358377587714,25,25,type1
208,3.292103905559317,25,25,type1
209,3.295857498979067,25,25,type1
210,3.296273618866098,25,25,type1
211,3.296833126279252,25,25,type1
212,3.3006569077603403,25,25,type1
213,3.3011524833544312,25,25,type1
214,3.3035172059204823,25,25,type1
215,3.307502825987189,25,25,type1
216,3.3166617341860216,25,25,type1
217,3.3208202765044947,25,25,type1
218,3.3223179911445393,25,25,type1
219,3.3277255742585634,25,25,type1
220,3.330405557895722,25,25,type1
221,3.3304227661951287,25,25,type1
222,3.337325554853636,25,25,type1
223,3.3399642388569672,25,25,type1
224,3.340307509855913,25,25,type1
225,3.340437754865566,25,25,type1
226,3.3412500892955723,25,25,type1
227,3.360412228071949,25,25,type1
228,3.3640598751369204,25,25,type1
229,3.366169869810588,25,25,type1
230,3.3764483641044674,25,25,type1
231,3.3773364520903835,25,25,type1
232,3.378110854982058,25,25,type1
233,3.3788609476993186,25,25,type1
234,3.379767929965635,25,25,type1
235,3.3821644859612467,25,25,type1
236,3.3833182060918667,25,25,type1
237,3.3852000712307286,25,25,type1
238,3.3855477977723014,25,25,type1
239,3.38745956387517,25,25,type1
240,3.394930068664331,25,25,type1
67,3.407294816545406,25,75,type2
241,3.409079365229525,25,25,type1
242,3.41294461963682,25,25,type1
243,3.415738823026496,25,25,type1
244,3.4172775252012095,25,25,type1
245,3.4229634282084715,25,25,type1
246,3.423425889643232,25,25,type1
49,3.4237241905072646,25,125,type3
247,3.4248655804939796,25,25,type1
248,3.430684132670148,25,25,type1
249,3.4326379934890228,25,25,type1
68,3.4338246294233734,25,75,type2
50,3.4428411980390945,25,125,type3
250,3.4513284612545156,25,25,type1
251,3.4568994655898653,25,25,type1
252,3.4588176902026944,25,25,type1
253,3.4613619910531597,25,25,type1
254,3.4638361827541524,25,25,type1
255,3.4662470689468154,25,25,type1
256,3.4668306538938887,25,25,type1
257,3.468696271904846,25,25,type1
258,3.4687279544831884,25,25,type1
259,3.481914940936934,25,25,type1
260,3.4819230947697846,25,25,type1
261,3.4821956835516583,25,25,type1
262,3.484965794099195,25,25,type1
263,3.4877199481849805,25,25,type1
264,3.489196172780231,25,25,type1
69,3.4906999021893395,25,75,type2
265,3.497453444543733,25,25,type1
266,3.4974917216448684,25,25,type1
267,3.504119029365925,25,25,type1
268,3.5063137511203606,25,25,type1
269,3.5108289447431664,25,25,type1
270,3.5167482140382154,25,25,type1
271,3.5172608691231257,25,25,type1
272,3.5180715894152987,25,25,type1
273,3.52004541033705,25,25,type1
274,3.526158362667986,25,25,type1
70,3.5265296997314777,25,75,type2
275,3.533607312056258,25,25,type1
276,3.5337998875222327,25,25,type1
277,3.5357908728475302,25,25,type1
278,3.5362104273986263,25,25,type1
279,3.5363401938867915,25,25,type1
71,3.545634629265368,25,75,type2
280,3.5456484837456763,25,25,type1
281,3.5468031557978303,25,25,type1
282,3.5495697842200964,25,25,type1
283,3.551826084944635,25,25,type1
284,3.553551767158111,25,25,type1
285,3.5557791283893,25,25,type1
286,3.560542463553235,25,25,type1
287,3.5617468702112465,25,25,type1
288,3.561832386743886,25,25,type1
289,3.5662474790864263,25,25,type1
290,3.5695299582485442,25,25,type1
291,3.57014743366744,25,25,type1
292,3.5752787944380184,25,25,type1
293,3.582462536130471,25,25,type1
294,3.58568391675931,25,25,type1
295,3.5908559714176795,25,25,type1
296,3.5915254793388343,25,25,type1
297,3.591575161769541,25,25,type1
298,3.5974666191177422,25,25,type1
299,3.6014675203457784,25,25,type1
300,3.6018495371306045,25,25,type1
301,3.6045281737652113,25,25,type1
302,3.6051241157515537,25,25,type1
303,3.6079773862738267,25,25,type1
304,3.6127055293760812,25,25,type1
305,3.613825499264069,25,25,type1
306,3.616347449013943,25,25,type1
307,3.618933368053873,25,25,type1
308,3.627921232451596,25,25,type1
309,3.6304011511114664,25,25,type1
310,3.6312295735588545,25,25,type1
311,3.636162686352362,25,25,type1
312,3.638006061571524,25,25,type1
313,3.638601271805098,25,25,type1
314,3.6417401165786547,25,25,type1
315,3.6468550193696383,25,25,type1
316,3.648158352718743,25,25,type1
317,3.657312665799943,25,25,type1
318,3.6584833282384372,25,25,type1
319,3.662802621313788,25,25,type1
320,3.666378300334651,25,25,type1
321,3.667200931309241,25,25,type1
322,3.66791005203061,25,25,type1
323,3.6702313547060577,25,25,type1
324,3.670356145091616,25,25,type1
325,3.673141994632355,25,25,type1
326,3.6733001324179337,25,25,type1
327,3.6769914042524934,25,25,type1
328,3.6842344111308183,25,25,type1
329,3.6857888761938358,25,25,type1
330,3.6901096058354645,25,25,type1
331,3.6955009878245257,25,25,type1
51,3.6990386923029765,25,125,type3
332,3.7045712107591178,25,25,type1
333,3.708525873711558,25,25,type1
334,3.7164635657271856,25,25,type1
335,3.7166491709867375,25,25,type1
336,3.7183399534472468,25,25,type1
337,3.721310733338457,25,25,type1
338,3.7217055543130804,25,25,type1
339,3.722061718551859,25,25,type1
340,3.725119089567137,25,25,type1
341,3.7256104420917335,25,25,type1
342,3.726944772507059,25,25,type1
343,3.729344788766058,25,25,type1
344,3.7325583496194863,25,25,type1
345,3.734818440598908,25,25,type1
346,3.7404294881596667,25,25,type1
347,3.742281923627645,25,25,type1
348,3.743648182352658,25,25,type1
72,3.7473358111663244,25,75,type2
349,3.7477323750717275,25,25,type1
350,3.7477863573343693,25,25,type1
73,3.7478391003186067,25,75,type2
351,3.748217965562447,25,25,type1
52,3.752048121147648,25,125,type3
352,3.754796532493483,25,25,type1
353,3.756530215470944,25,25,type1
354,3.7579428778066735,25,25,type1
355,3.7582854459112296,25,25,type1
74,3.7603346531647976,25,75,type2
356,3.7706057972102496,25,25,type1
357,3.770770943864653,25,25,type1
358,3.771827100961576,25,25,type1
359,3.7782596902200107,25,25,type1
360,3.7834949823800774,25,25,type1
361,3.784189282746738,25,25,type1
362,3.793225584691283,25,25,type1
363,3.794031790679041,25,25,type1
364,3.7944926291013275,25,25,type1
75,3.8000108027915114,25,75,type2
365,3.8041122328272166,25,25,type1
366,3.8041908412089493,25,25,type1
367,3.8046442050869507,25,25,type1
368,3.8062627149601402,25,25,type1
369,3.807420248434717,25,25,type1
370,3.8095909307921447,25,25,type1
76,3.8120867554612174,25,75,type2
371,3.8152880566889427,25,25,type1
372,3.8163957410033262,25,25,type1
373,3.8183112744331917,25,25,type1
374,3.8251635829339588,25,25,type1
375,3.8326520984856813,25,25,type1
376,3.8376367164899583,25,25,type1
377,3.838550364462196,25,25,type1
378,3.8414196973202355,25,25,type1
379,3.843295411724885,25,25,type1
380,3.848781646587442,25,25,type1
381,3.8500840560320846,25,25,type1
382,3.85452239385701,25,25,type1
383,3.855596591940809,25,25,type1
384,3.8605381551530407,25,25,type1
53,3.8626990061588375,25,125,type3
385,3.865038134446438,25,25,type1
386,3.8666557078180457,25,25,type1
387,3.869393779059903,25,25,type1
388,3.869432399969477,25,25,type1
389,3.870107848427998,25,25,type1
390,3.8717760857737646,25,25,type1
391,3.8741376134597716,25,25,type1
392,3.880518155853645,25,25,type1
393,3.8807232754453254,25,25,type1
394,3.8807374578242313,25,25,type1
54,3.8846877735456915,25,125,type3
395,3.8859050163776536,25,25,type1
396,3.8890493365668375,25,25,type1
397,3.8939062179761876,25,25,type1
398,3.8939641455725056,25,25,type1
399,3.894114685718524,25,25,type1
400,3.900975914282065,25,25,type1
401,3.9031276298012347,25,25,type1
402,3.905890430787627,25,25,type1
403,3.9098062171311176,25,25,type1
404,3.9183333945860452,25,25,type1
405,3.9224790453668636,25,25,type1
77,3.9225314879138446,25,75,type2
78,3.923307327419919,25,75,type2
406,3.932417543528528,25,25,type1
407,3.9331302027853727,25,25,type1
408,3.933307335831623,25,25,type1
79,3.9345794897048503,25,75,type2
409,3.935764809801311,25,25,type1
410,3.9358667194728323,25,25,type1
411,3.937228434165481,25,25,type1
412,3.937329707045456,25,25,type1
413,3.9386562427076175,25,25,type1
414,3.939910080718507,25,25,type1
415,3.9428957180547926,25,25,type1
416,3.949488943214892,25,25,type1
417,3.9578241687115034,25,25,type1
418,3.969746149231077,25,25,type1
419,3.975240870601988,25,25,type1
80,3.980121490680601,25,75,type2
420,3.980638946416516,25,25,type1
421,3.981257796483014,25,25,type1
422,3.981631440517277,25,25,type1
55,3.982696338651787,25,125,type3
423,3.982886925849609,25,25,type1
424,3.983163064387476,25,25,type1
425,3.9842363502725244,25,25,type1
426,3.985758754772697,25,25,type1
427,3.986093084886466,25,25,type1
428,3.9884255341736745,25,25,type1
429,3.9897312591783933,25,25,type1
430,3.9908911177907034,25,25,type1
431,3.9969947159760704,25,25,type1
432,3.9988515260029396,25,25,type1
433,3.998932120569898,25,25,type1
434,4.001021603953495,25,25,type1
435,4.001536747061784,25,25,type1
436,4.00199837349388,25,25,type1
437,4.002025246689271,25,25,type1
438,4.00592401804978,25,25,type1
439,4.007330967521609,25,25,type1
440,4.007918971896049,25,25,type1
441,4.0223732097972755,25,25,type1
442,4.022852027485041,25,25,type1
443,4.026846635360132,25,25,type1
56,4.029639526026078,25,125,type3
444,4.033299588612219,25,25,type1
445,4.035860692862275,25,25,type1
446,4.038968328556294,25,25,type1
447,4.039558247394162,25,25,type1
448,4.0407279352103105,25,25,type1
449,4.043704973202203,25,25,type1
450,4.047478588411983,25,25,type1
451,4.055459574693646,25,25,type1
452,4.057103064890766,25,25,type1
453,4.060495227992453,25,25,type1
454,4.060822892939873,25,25,type1
455,4.065341033008068,25,25,type1
456,4.068322081266649,25,25,type1
457,4.074851293932398,25,25,type1
458,4.074909810487304,25,25,type1
81,4.080373692779244,25,75,type2
459,4.081103443385945,25,25,type1
460,4.083640266572095,25,25,type1
461,4.089849406141375,25,25,type1
82,4.094342732719232,25,75,type2
462,4.1029103568503675,25,25,type1
463,4.103134508154566,25,25,type1
464,4.103280665836628,25,25,type1
465,4.104162884037137,25,25,type1
466,4.105251092329254,25,25,type1
467,4.1110118644915,25,25,type1
468,4.112654069231402,25,25,type1
469,4.1152680974306,25,25,type1
470,4.115745364119278,25,25,type1
471,4.117582661021495,25,25,type1
472,4.118921934096387,25,25,type1
473,4.120541927464442,25,25,type1
474,4.120607329020672,25,25,type1
475,4.120681413392073,25,25,type1
476,4.1224061187070316,25,25,type1
477,4.125220513011445,25,25,type1
478,4.125356251168498,25,25,type1
479,4.128689362530077,25,25,type1
480,4.130384877435533,25,25,type1
481,4.141006302036618,25,25,type1
482,4.143944838227119,25,25,type1
483,4.147652819912789,25,25,type1
484,4.148506028455099,25,25,type1
83,4.148588942164513,25,75,type2
485,4.149300279463714,25,25,type1
486,4.151083011058966,25,25,type1
487,4.152276767358245,25,25,type1
488,4.155532857639721,25,25,type1
489,4.161787930186044,25,25,type1
490,4.162269759164761,25,25,type1
491,4.164968909266102,25,25,type1
492,4.171306245512273,25,25,type1
493,4.178176424855246,25,25,type1
494,4.178599150893523,25,25,type1
495,4.180467280142861,25,25,type1
496,4.181991667235651,25,25,type1
497,4.1826508130291415,25,25,type1
498,4.18424359150197,25,25,type1
499,4.185683398763516,25,25,type1
44,4.186475469032804,25,175,type4
500,4.186656033298082,25,25,type1
501,4.191501314044668,25,25,type1
502,4.192876655731446,25,25,type1
84,4.198287594911134,25,75,type2
503,4.198847981184238,25,25,type1
504,4.202841554978233,25,25,type1
505,4.207923416809969,25,25,type1
506,4.208854396752203,25,25,type1
507,4.209883730712082,25,25,type1
85,4.21216058163254,25,75,type2
508,4.213930830392934,25,25,type1
509,4.218681507724711,25,25,type1
510,4.2231015085566295,25,25,type1
57,4.227239767843304,25,125,type3
86,4.237527979189748,25,75,type2
511,4.238324585763236,25,25,type1
512,4.238768109784516,25,25,type1
513,4.241774290341338,25,25,type1
514,4.253662559532334,25,25,type1
515,4.25381927991673,25,25,type1
516,4.256135747761255,25,25,type1
517,4.258403574140667,25,25,type1
518,4.2713533744034455,25,25,type1
87,4.276257971013034,25,75,type2
519,4.2769967574047385,25,25,type1
520,4.278766178858472,25,25,type1
521,4.282501243030913,25,25,type1
522,4.282825217421624,25,25,type1
523,4.283941738089776,25,25,type1
524,4.286819058233927,25,25,type1
525,4.286915984991177,25,25,type1
526,4.2950490128261976,25,25,type1
527,4.296044278268835,25,25,type1
88,4.299104100346476,25,75,type2
528,4.304130650937142,25,25,type1
529,4.3048865941516805,25,25,type1
530,4.3105492468239515,25,25,type1
531,4.310753928306857,25,25,type1
532,4.314350286990039,25,25,type1
533,4.315252634557079,25,25,type1
534,4.317093703901946,25,25,type1
535,4.325203305519844,25,25,type1
536,4.328379558259501,25,25,type1
537,4.33175774426757,25,25,type1
538,4.332187896171554,25,25,type1
539,4.338186804075619,25,25,type1
540,4.3462175859709316,25,25,type1
541,4.347297994176799,25,25,type1
542,4.350829838749063,25,25,type1
543,4.363667255881743,25,25,type1
89,4.367451571503135,25,75,type2
544,4.367560135119194,25,25,type1
545,4.3689855065439,25,25,type1
546,4.3705245313809815,25,25,type1
547,4.372929505075542,25,25,type1
548,4.377520457146805,25,25,type1
549,4.380463981328981,25,25,type1
550,4.380977610612905,25,25,type1
551,4.3819460962329,25,25,type1
552,4.382608261490771,25,25,type1
553,4.383016240612747,25,25,type1
554,4.383494836928202,25,25,type1
555,4.386691603475332,25,25,type1
556,4.3892938687216345,25,25,type1
557,4.3907928734284845,25,25,type1
558,4.392284344854386,25,25,type1
559,4.39422266690149,25,25,type1
560,4.394519762396064,25,25,type1
561,4.404412028655509,25,25,type1
562,4.407667203454162,25,25,type1
563,4.408191256153497,25,25,type1
564,4.40912735402337,25,25,type1
565,4.414460261362861,25,25,type1
566,4.415147967247917,25,25,type1
90,4.417040925855581,25,75,type2
567,4.417295355971612,25,25,type1
568,4.418121135284476,25,25,type1
569,4.422820084895596,25,25,type1
91,4.4324986921772105,25,75,type2
58,4.434264486042601,25,125,type3
570,4.435465385762524,25,25,type1
571,4.440356892639573,25,25,type1
92,4.442629575149845,25,75,type2
572,4.443715424503504,25,25,type1
573,4.444183565545945,25,25,type1
574,4.445093160856409,25,25,type1
59,4.446247673691849,25,125,type3
575,4.449682190170227,25,25,type1
576,4.45422597823557,25,25,type1
577,4.457090600100933,25,25,type1
578,4.464242988981568,25,25,type1
579,4.467306685019111,25,25,type1
580,4.4727660194451495,25,25,type1
93,4.474302352729958,25,75,type2
581,4.477454048426033,25,25,type1
582,4.488189526662197,25,25,type1
583,4.488379319485858,25,25,type1
584,4.4937575279048225,25,25,type1
585,4.495795813762059,25,25,type1
586,4.498573700755962,25,25,type1
587,4.499149685424471,25,25,type1
588,4.505875084546475,25,25,type1
589,4.5062411066803065,25,25,type1
590,4.517368825240633,25,25,type1
591,4.517975673883465,25,25,type1
592,4.522683969839925,25,25,type1
593,4.526392726302368,25,25,type1
594,4.527090113741466,25,25,type1
595,4.529122800147505,25,25,type1
