,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
19,0.47169903729000606,10,40,type2,40
40,0.48374008007400865,10,160,type4,80
13,0.48587921381269406,10,80,type3,40
20,0.4876780159454605,10,40,type2,40
11,0.4982260990721011,10,20,type1,20
21,0.5131498888541288,10,40,type2,40
41,0.5169801028787272,10,160,type4,80
14,0.5211352533146453,10,80,type3,40
42,0.5212631230786726,10,160,type4,80
43,0.5236672844419047,10,160,type4,80
22,0.524031897445842,10,40,type2,40
44,0.5275808563596032,10,160,type4,80
15,0.5290420278119751,10,80,type3,40
16,0.5462010713895747,10,80,type3,40
23,0.562697966702913,10,40,type2,40
45,0.5634985299578829,10,160,type4,80
17,0.570084054570789,10,80,type3,40
12,0.5797230309825167,10,20,type1,20
18,0.5895200350818981,10,80,type3,40
46,0.6088133063773791,10,160,type4,80
24,0.6096493299799982,10,40,type2,40
47,0.616654947850197,10,160,type4,80
19,0.6174415806987994,10,80,type3,40
48,0.6215641374652442,10,160,type4,80
13,0.639348348853448,10,20,type1,20
49,0.6394784678208921,10,160,type4,80
50,0.642060846914609,10,160,type4,80
25,0.6529374467153759,10,40,type2,40
14,0.663746531250698,10,20,type1,20
20,0.6680383458648981,10,80,type3,40
21,0.6709494990272071,10,80,type3,40
22,0.674902519561001,10,80,type3,40
51,0.6827631478594408,10,160,type4,80
52,0.6836931870451127,10,160,type4,80
15,0.6848062302462435,10,20,type1,20
53,0.6890268908323653,10,160,type4,80
16,0.6936516109906891,10,20,type1,20
54,0.6962344717119036,10,160,type4,80
26,0.697153159389549,10,40,type2,40
55,0.7017953375911264,10,160,type4,80
56,0.7066222320791752,10,160,type4,80
23,0.7103072524271268,10,80,type3,40
57,0.715635124867398,10,160,type4,80
17,0.7216415446606043,10,20,type1,20
58,0.7422954777167344,10,160,type4,80
18,0.7423636046491723,10,20,type1,20
59,0.7454472466486177,10,160,type4,80
19,0.7461896459079443,10,20,type1,20
60,0.7498268043245023,10,160,type4,80
27,0.7559115755576472,10,40,type2,40
28,0.762162396413954,10,40,type2,40
29,0.7637130461124453,10,40,type2,40
61,0.764258413102355,10,160,type4,80
62,0.7717514247981584,10,160,type4,80
24,0.7720292828522526,10,80,type3,40
63,0.7761202172453354,10,160,type4,80
64,0.7793788194064201,10,160,type4,80
65,0.782630134323545,10,160,type4,80
30,0.7941494203608799,10,40,type2,40
31,0.7998520379640551,10,40,type2,40
66,0.8025852051642561,10,160,type4,80
67,0.8069576947940745,10,160,type4,80
68,0.8207787065162095,10,160,type4,80
20,0.8263228954236892,10,20,type1,20
25,0.8265212723780949,10,80,type3,40
69,0.8297146425542954,10,160,type4,80
32,0.8311705087212181,10,40,type2,40
70,0.8312475863968537,10,160,type4,80
71,0.8374889070447796,10,160,type4,80
72,0.845389972421734,10,160,type4,80
73,0.8463293375025126,10,160,type4,80
74,0.8501336362579596,10,160,type4,80
26,0.8569044293029857,10,80,type3,40
75,0.8604579670724554,10,160,type4,80
76,0.869707027778553,10,160,type4,80
33,0.8720387119720812,10,40,type2,40
21,0.8815655693353966,10,20,type1,20
27,0.8859722772856032,10,80,type3,40
77,0.8940537246162118,10,160,type4,80
78,0.8963833101789156,10,160,type4,80
79,0.9188672989855305,10,160,type4,80
34,0.9375674535386938,10,40,type2,40
28,0.9426426856961937,10,80,type3,40
22,0.9455965724339246,10,20,type1,20
80,0.9561300810324364,10,160,type4,80
35,0.9577670952400587,10,40,type2,40
29,0.9608478401580512,10,80,type3,40
81,0.9645688924835089,10,160,type4,80
30,0.9650001484929231,10,80,type3,40
31,0.9718323781339916,10,80,type3,40
82,0.975956378557924,10,160,type4,80
83,0.9766397422041467,10,160,type4,80
32,0.9779037358207472,10,80,type3,40
36,0.986044945240965,10,40,type2,40
23,0.9870553521533634,10,20,type1,20
84,0.9876384663163219,10,160,type4,80
85,0.9934660345492052,10,160,type4,80
33,0.9937513887024064,10,80,type3,40
86,1.000533519198021,10,160,type4,80
37,1.0076875021767202,10,40,type2,40
34,1.0138453091508017,10,80,type3,40
87,1.0173618410619087,10,160,type4,80
24,1.0205064300758842,10,20,type1,20
88,1.0366080664609096,10,160,type4,80
38,1.0374265578536792,10,40,type2,40
39,1.0433618569063747,10,40,type2,40
89,1.044049169961127,10,160,type4,80
90,1.0511733291333465,10,160,type4,80
35,1.051830163650691,10,80,type3,40
40,1.0655662487639328,10,40,type2,40
25,1.0690612871296643,10,20,type1,20
26,1.0691279170593948,10,20,type1,20
27,1.076746505319656,10,20,type1,20
36,1.0778104270634377,10,80,type3,40
91,1.0841897844580566,10,160,type4,80
37,1.0913682322407956,10,80,type3,40
92,1.094664157982003,10,160,type4,80
93,1.1030738338023975,10,160,type4,80
94,1.1058163788462498,10,160,type4,80
41,1.1138806689758485,10,40,type2,40
42,1.114028993940888,10,40,type2,40
95,1.11573438754518,10,160,type4,80
43,1.1164881862100406,10,40,type2,40
96,1.118911092433036,10,160,type4,80
44,1.1266044208259163,10,40,type2,40
97,1.1283567602073703,10,160,type4,80
98,1.1449010892314009,10,160,type4,80
28,1.147665559829962,10,20,type1,20
99,1.155474408866925,10,160,type4,80
45,1.156187741184101,10,40,type2,40
100,1.1622077177991785,10,160,type4,80
38,1.1701153446334434,10,80,type3,40
29,1.175802517272135,10,20,type1,20
101,1.1766280645470564,10,160,type4,80
102,1.1804647268604094,10,160,type4,80
39,1.1876355363899005,10,80,type3,40
103,1.1988188481798583,10,160,type4,80
40,1.2040184653180832,10,80,type3,40
46,1.2086222321965712,10,40,type2,40
104,1.2187465727961604,10,160,type4,80
47,1.2225917466518272,10,40,type2,40
30,1.2265211682751138,10,20,type1,20
41,1.2283228596963676,10,80,type3,40
42,1.229656484173678,10,80,type3,40
48,1.2512096243257682,10,40,type2,40
105,1.25158683852462,10,160,type4,80
31,1.251907931332185,10,20,type1,20
49,1.270389952284723,10,40,type2,40
106,1.278949064881552,10,160,type4,80
107,1.2829175772150674,10,160,type4,80
32,1.2880903890613895,10,20,type1,20
108,1.2885865379845582,10,160,type4,80
109,1.2890779392329816,10,160,type4,80
110,1.2903517157780127,10,160,type4,80
43,1.3042057723170863,10,80,type3,40
50,1.3095199537048536,10,40,type2,40
51,1.3118109555203867,10,40,type2,40
111,1.336702212928363,10,160,type4,160
33,1.3370740125837397,10,20,type1,20
112,1.3393217085997748,10,160,type4,160
113,1.3396602508776658,10,160,type4,160
114,1.341180747334544,10,160,type4,160
52,1.3421489225461778,10,40,type2,40
115,1.344773923896756,10,160,type4,160
116,1.3520264676249407,10,160,type4,160
117,1.3571082023486596,10,160,type4,160
118,1.361268217698614,10,160,type4,160
119,1.361679885057191,10,160,type4,160
53,1.3618779161724106,10,40,type2,40
120,1.362554116394336,10,160,type4,160
34,1.3629107883405815,10,20,type1,20
35,1.3639514551296474,10,20,type1,20
121,1.3639549922021055,10,160,type4,160
122,1.3725980587642344,10,160,type4,160
123,1.3844704012937872,10,160,type4,160
124,1.396854734423675,10,160,type4,160
125,1.4064601359138995,10,160,type4,160
54,1.4089048703390417,10,40,type2,40
126,1.4144515282134313,10,160,type4,160
44,1.4203467783204573,10,80,type3,40
127,1.4225206332639493,10,160,type4,160
36,1.42320439252067,10,20,type1,20
45,1.426332744040471,10,80,type3,40
128,1.430250516442629,10,160,type4,160
129,1.432106255514241,10,160,type4,160
130,1.4323685168512126,10,160,type4,160
131,1.4350554790459658,10,160,type4,160
132,1.4358416884054752,10,160,type4,160
133,1.4436736654054343,10,160,type4,160
134,1.4479937569136476,10,160,type4,160
46,1.451340976808656,10,80,type3,40
135,1.4570478129410687,10,160,type4,160
136,1.458978092920777,10,160,type4,160
137,1.465971160951867,10,160,type4,160
138,1.4721366255466954,10,160,type4,160
139,1.4721635431795113,10,160,type4,160
140,1.4723262554791554,10,160,type4,160
141,1.4791013910734963,10,160,type4,160
47,1.4791482396167606,10,80,type3,40
142,1.479714164592857,10,160,type4,160
48,1.4842980774577497,10,80,type3,40
55,1.4858760102380792,10,40,type2,40
143,1.4933509244742247,10,160,type4,160
144,1.4965323246865858,10,160,type4,160
145,1.4983664526791713,10,160,type4,160
146,1.5153734003347814,10,160,type4,160
56,1.5300376385323895,10,40,type2,40
57,1.5324409223775457,10,40,type2,40
147,1.5374018787594101,10,160,type4,160
148,1.544446397593427,10,160,type4,160
149,1.5448151864009045,10,160,type4,160
150,1.5449846349727363,10,160,type4,160
151,1.547997047718378,10,160,type4,160
152,1.5524624537892318,10,160,type4,160
58,1.5636095764739812,10,40,type2,20
153,1.56482539294194,10,160,type4,160
154,1.573048495187207,10,160,type4,160
49,1.5732129818556628,10,80,type3,40
50,1.5741876286620107,10,80,type3,40
37,1.5819986462521916,10,20,type1,20
155,1.583464972457946,10,160,type4,160
59,1.5901277320505103,10,40,type2,20
156,1.5985490142410057,10,160,type4,160
157,1.602855736791056,10,160,type4,160
158,1.6070405946107962,10,160,type4,160
38,1.6106707589289955,10,20,type1,20
159,1.610689255012762,10,160,type4,160
160,1.614651464471445,10,160,type4,160
161,1.6169007422198285,10,160,type4,160
162,1.6191819323080225,10,160,type4,160
51,1.6193112711441953,10,80,type3,80
52,1.6296768687652297,10,80,type3,80
163,1.6334187395365403,10,160,type4,160
164,1.6371441833359117,10,160,type4,160
165,1.639914080439511,10,160,type4,160
166,1.643742304512282,10,160,type4,160
167,1.6444383204963118,10,160,type4,160
168,1.6541770751974592,10,160,type4,160
169,1.6545530065039125,10,160,type4,160
170,1.6563996629372584,10,160,type4,160
171,1.664133491334272,10,160,type4,160
172,1.6650828693252162,10,160,type4,160
53,1.6674707695513626,10,80,type3,80
54,1.6703583536699642,10,80,type3,80
55,1.671430988747076,10,80,type3,80
173,1.6722623250610251,10,160,type4,160
174,1.6762526525143644,10,160,type4,160
56,1.6902413125998241,10,80,type3,80
175,1.691442893588303,10,160,type4,160
60,1.6963381345357713,10,40,type2,20
176,1.6965478686877027,10,160,type4,160
61,1.6982450562449554,10,40,type2,20
177,1.6982921087154306,10,160,type4,160
57,1.7028263414037335,10,80,type3,80
178,1.7039209489562324,10,160,type4,160
179,1.7041290506657818,10,160,type4,160
180,1.7117919360191878,10,160,type4,160
181,1.7179907432781394,10,160,type4,160
58,1.7249321048766133,10,80,type3,80
182,1.727039620242001,10,160,type4,160
183,1.7287079596140336,10,160,type4,160
39,1.7319726079153093,10,20,type1,20
184,1.7363116823926588,10,160,type4,160
185,1.7400291117646016,10,160,type4,160
186,1.7403142167293801,10,160,type4,160
187,1.7424984112481003,10,160,type4,160
188,1.7427237783503289,10,160,type4,160
59,1.7436844031306837,10,80,type3,80
189,1.7439437971899627,10,160,type4,160
190,1.7456250069531787,10,160,type4,160
60,1.7497767340620773,10,80,type3,80
191,1.7529647767965328,10,160,type4,160
61,1.7594350096362126,10,80,type3,80
62,1.7597075178218105,10,80,type3,80
63,1.771582140052059,10,80,type3,80
192,1.773897790896582,10,160,type4,160
193,1.7743176223979806,10,160,type4,160
64,1.7877124242525477,10,80,type3,80
194,1.7902959661913311,10,160,type4,160
40,1.8025811458623884,10,20,type1,20
195,1.8053546744927051,10,160,type4,160
196,1.8079241620002202,10,160,type4,160
41,1.8081046906555904,10,20,type1,20
197,1.8116140807045333,10,160,type4,160
65,1.8148667597254342,10,80,type3,80
198,1.8187411095766255,10,160,type4,160
199,1.822261526689838,10,160,type4,160
62,1.8273454228248518,10,40,type2,20
42,1.8274052812193542,10,20,type1,20
66,1.8360396005688453,10,80,type3,80
200,1.837210952828998,10,160,type4,160
201,1.83850809085291,10,160,type4,160
202,1.842154619248986,10,160,type4,160
203,1.8448236079357772,10,160,type4,160
204,1.847712762259533,10,160,type4,160
205,1.8553057929896957,10,160,type4,160
206,1.8565985648540986,10,160,type4,160
207,1.8588462712126732,10,160,type4,160
43,1.8614395515040005,10,20,type1,20
208,1.8655501644766659,10,160,type4,160
209,1.8675985361700143,10,160,type4,160
210,1.870920541093711,10,160,type4,160
211,1.8800982167529892,10,160,type4,160
67,1.885610669187593,10,80,type3,80
212,1.8874893861752944,10,160,type4,160
68,1.8877694221252248,10,80,type3,80
213,1.8880397183582414,10,160,type4,160
214,1.893934135234065,10,160,type4,160
215,1.8944971332942815,10,160,type4,160
69,1.8979910622390246,10,80,type3,80
216,1.8986830766778673,10,160,type4,160
217,1.903506667714089,10,160,type4,160
70,1.9050064097257433,10,80,type3,80
218,1.907394168640352,10,160,type4,160
44,1.9105937815417666,10,20,type1,20
71,1.9140439985014228,10,80,type3,80
219,1.9178241451567088,10,160,type4,160
72,1.9194384968818468,10,80,type3,80
220,1.9265423002440003,10,160,type4,160
73,1.9289599443064716,10,80,type3,80
221,1.9298269493517193,10,160,type4,160
74,1.9304573429707554,10,80,type3,80
45,1.9377310194629283,10,20,type1,20
222,1.939407468017803,10,160,type4,160
223,1.9463294048110975,10,160,type4,160
224,1.9489497885102853,10,160,type4,160
225,1.9540394560539314,10,160,type4,160
226,1.9560821072251091,10,160,type4,160
75,1.9702440179340792,10,80,type3,80
76,1.973432161477585,10,80,type3,80
77,1.9756051706316278,10,80,type3,80
227,1.9837796888608028,10,160,type4,160
46,1.9884044916961863,10,20,type1,20
78,1.9897032591322472,10,80,type3,80
79,1.9900026000421893,10,80,type3,80
228,1.990677151017111,10,160,type4,160
229,1.9952536142268587,10,160,type4,160
80,2.0043090918432007,10,80,type3,80
230,2.0046958808622817,10,160,type4,160
231,2.008406787107382,10,160,type4,160
232,2.0090058891586002,10,160,type4,160
233,2.017204858748838,10,160,type4,160
63,2.019970587332943,10,40,type2,20
234,2.02291520265842,10,160,type4,160
235,2.023533134246465,10,160,type4,160
236,2.0260212407917506,10,160,type4,160
237,2.037125812299562,10,160,type4,160
64,2.0391164382139197,10,40,type2,20
81,2.041691088912905,10,80,type3,80
82,2.0433962781694683,10,80,type3,80
83,2.0505174097992453,10,80,type3,80
84,2.0531107646642712,10,80,type3,80
238,2.0538859132014413,10,160,type4,160
239,2.057520631570557,10,160,type4,160
65,2.060417665070047,10,40,type2,20
85,2.061426559850639,10,80,type3,80
240,2.0648720819010493,10,160,type4,160
241,2.0748308974148264,10,160,type4,160
86,2.081912459511986,10,80,type3,80
87,2.0865840607489585,10,80,type3,80
88,2.099936280303732,10,80,type3,80
89,2.1098387406909334,10,80,type3,80
66,2.1127077543359105,10,40,type2,20
242,2.1174115707075614,10,160,type4,160
243,2.1175071479809477,10,160,type4,160
244,2.1178363178060744,10,160,type4,160
245,2.1183771515245686,10,160,type4,160
90,2.1250005523847753,10,80,type3,80
91,2.128094380777791,10,80,type3,80
92,2.1286611172827,10,80,type3,80
246,2.1307678712340268,10,160,type4,160
93,2.134655032512255,10,80,type3,80
94,2.137844435066514,10,80,type3,80
67,2.144647127008666,10,40,type2,20
247,2.1605560321109256,10,160,type4,80
248,2.1629368858436298,10,160,type4,80
249,2.163716763262311,10,160,type4,80
250,2.1659808912385343,10,160,type4,80
95,2.1664856782265196,10,80,type3,80
68,2.1698673015890533,10,40,type2,20
96,2.171565445548868,10,80,type3,80
251,2.178400525243861,10,160,type4,80
69,2.1835906292169147,10,40,type2,20
252,2.184249599544436,10,160,type4,80
47,2.1931068337371893,10,20,type1,20
253,2.204620844266377,10,160,type4,80
48,2.2140445974130754,10,20,type1,20
254,2.2213790303328067,10,160,type4,80
97,2.222092848290009,10,80,type3,80
255,2.224379228846633,10,160,type4,80
256,2.2246298341703072,10,160,type4,80
98,2.2255113023294912,10,80,type3,80
99,2.2281886050755175,10,80,type3,80
100,2.2287279046829678,10,80,type3,80
257,2.2507695293367833,10,160,type4,80
258,2.258768327073536,10,160,type4,80
259,2.263948589774485,10,160,type4,80
101,2.2651281458790455,10,80,type3,80
260,2.267116716541172,10,160,type4,80
261,2.2686799058785625,10,160,type4,80
262,2.2757504339656687,10,160,type4,80
263,2.3110196742014777,10,160,type4,80
264,2.3183092500094094,10,160,type4,80
102,2.3192247264065444,10,80,type3,80
265,2.3220100789816525,10,160,type4,80
70,2.32295752714503,10,40,type2,20
103,2.323117157962103,10,80,type3,80
49,2.3232717773919003,10,20,type1,10
104,2.3239783654541184,10,80,type3,80
105,2.3375222285604744,10,80,type3,80
106,2.347180750516535,10,80,type3,80
107,2.348483430062867,10,80,type3,80
108,2.355125045460862,10,80,type3,80
109,2.367920354577267,10,80,type3,80
266,2.3717276577374453,10,160,type4,80
110,2.3780167264054035,10,80,type3,80
267,2.3805677568285057,10,160,type4,80
71,2.381827033481235,10,40,type2,20
72,2.3846214863670445,10,40,type2,20
268,2.394885608898919,10,160,type4,80
269,2.396564690568146,10,160,type4,80
73,2.4009530668463075,10,40,type2,20
270,2.401289797242356,10,160,type4,80
50,2.40210327361249,10,20,type1,10
271,2.414919156698277,10,160,type4,80
272,2.4156307701532347,10,160,type4,80
111,2.4195480125903184,10,80,type3,80
112,2.430573850906813,10,80,type3,80
51,2.4409072171837796,10,20,type1,20
113,2.4591796942962825,10,80,type3,80
273,2.4594314506056114,10,160,type4,80
274,2.459837967352232,10,160,type4,80
275,2.465058780789962,10,160,type4,80
276,2.47617189429812,10,160,type4,80
52,2.4764749148985232,10,20,type1,20
277,2.4823271316289337,10,160,type4,80
278,2.4862642089889118,10,160,type4,80
114,2.4879966972388514,10,80,type3,80
279,2.4998580158451933,10,160,type4,80
115,2.506965413654811,10,80,type3,80
280,2.5114894988359393,10,160,type4,80
53,2.5188540151951333,10,20,type1,20
54,2.522069068404597,10,20,type1,20
55,2.5256399028110557,10,20,type1,20
281,2.531144577042963,10,160,type4,80
282,2.5471259793292504,10,160,type4,80
74,2.547129723227101,10,40,type2,20
283,2.5538953750734774,10,160,type4,80
284,2.5633843145390163,10,160,type4,80
285,2.566702309133591,10,160,type4,80
286,2.58397059933558,10,160,type4,80
56,2.5878760897867457,10,20,type1,20
57,2.588002412312876,10,20,type1,20
287,2.589435845850137,10,160,type4,80
116,2.5906614115862983,10,80,type3,80
117,2.5958172281486225,10,80,type3,80
288,2.607492871981495,10,160,type4,80
289,2.6078199163437747,10,160,type4,80
58,2.6083420668210486,10,20,type1,20
118,2.611740396518499,10,80,type3,80
119,2.6149112699855204,10,80,type3,80
290,2.6205688193404297,10,160,type4,80
291,2.626888454166259,10,160,type4,80
120,2.636312178987497,10,80,type3,80
292,2.6368199098145695,10,160,type4,80
293,2.6416848643091244,10,160,type4,80
121,2.6440838502712145,10,80,type3,80
294,2.6490184184750882,10,160,type4,80
295,2.655888872786733,10,160,type4,80
75,2.659355727473592,10,40,type2,20
59,2.6596878448809624,10,20,type1,20
122,2.6609960295624413,10,80,type3,80
296,2.667806814798607,10,160,type4,80
60,2.670452163205191,10,20,type1,20
297,2.676064290760361,10,160,type4,80
298,2.6770558643984006,10,160,type4,80
123,2.677630324875495,10,80,type3,80
124,2.6780411512881708,10,80,type3,80
125,2.6827294884252537,10,80,type3,80
126,2.6887053750752554,10,80,type3,80
127,2.6918639740168286,10,80,type3,80
299,2.6983915797916103,10,160,type4,80
300,2.6987616383918316,10,160,type4,80
128,2.700032992123681,10,80,type3,80
301,2.706474563642511,10,160,type4,80
61,2.7130116814530427,10,20,type1,20
129,2.713305223803964,10,80,type3,80
130,2.7159044715106084,10,80,type3,80
131,2.7334209331305765,10,80,type3,80
132,2.736138588370605,10,80,type3,80
302,2.738914504853868,10,160,type4,80
62,2.7460909398707867,10,20,type1,20
76,2.746692329781375,10,40,type2,20
77,2.7488378212434794,10,40,type2,20
133,2.756309214126292,10,80,type3,80
134,2.758714557906025,10,80,type3,80
303,2.759240703902691,10,160,type4,80
63,2.76531309248229,10,20,type1,20
135,2.772235889776839,10,80,type3,80
304,2.7732210360060217,10,160,type4,80
305,2.778987941283252,10,160,type4,80
306,2.780976360356869,10,160,type4,80
78,2.7831431966018076,10,40,type2,20
307,2.8000727487450896,10,160,type4,80
136,2.8003268306464797,10,80,type3,80
308,2.814946107404914,10,160,type4,80
79,2.8153560975228684,10,40,type2,20
309,2.831012872757805,10,160,type4,80
310,2.8319378813214455,10,160,type4,80
137,2.8341186640726503,10,80,type3,80
64,2.8494021452127227,10,20,type1,20
80,2.859408216791447,10,40,type2,20
311,2.8612446335511814,10,160,type4,80
138,2.86599707513356,10,80,type3,80
139,2.8679466114116527,10,80,type3,80
140,2.8692379334446994,10,80,type3,80
312,2.8757607940739884,10,160,type4,80
313,2.9120774370662756,10,160,type4,80
314,2.9193813062790985,10,160,type4,80
141,2.9248880759146023,10,80,type3,40
142,2.9344536937183032,10,80,type3,40
143,2.9356621980822304,10,80,type3,40
315,2.9371517035109536,10,160,type4,80
144,2.9402704879278594,10,80,type3,40
81,2.9441084030413087,10,40,type2,20
316,2.9479966474748363,10,160,type4,80
317,2.9684299362894397,10,160,type4,80
65,2.9778037237561983,10,20,type1,20
66,2.9805420436948236,10,20,type1,20
82,2.9849214737202066,10,40,type2,20
318,2.9859981722162194,10,160,type4,80
319,2.988860078031987,10,160,type4,80
83,2.9927546265192113,10,40,type2,20
320,2.992825482977961,10,160,type4,80
321,2.9935838369462555,10,160,type4,80
322,2.9953406607474573,10,160,type4,80
323,2.995391444461048,10,160,type4,80
324,2.9960610538015358,10,160,type4,80
325,3.0144736474039213,10,160,type4,80
326,3.0233914116008704,10,160,type4,80
145,3.031080138588031,10,80,type3,40
327,3.035177367107135,10,160,type4,80
328,3.036733980451788,10,160,type4,80
329,3.0403162793390757,10,160,type4,80
146,3.0524147532976884,10,80,type3,40
330,3.052420727910242,10,160,type4,80
147,3.0525198175829096,10,80,type3,40
331,3.053596178903169,10,160,type4,80
332,3.0703453710462423,10,160,type4,80
333,3.0753332869229526,10,160,type4,80
67,3.086565223464978,10,20,type1,20
84,3.0872577890023294,10,40,type2,20
148,3.093207637151498,10,80,type3,40
85,3.097682137751228,10,40,type2,20
334,3.098002039496845,10,160,type4,80
335,3.099337122315866,10,160,type4,80
336,3.100470839575974,10,160,type4,80
337,3.1014052886722503,10,160,type4,80
68,3.101950462239424,10,20,type1,20
149,3.103047902460705,10,80,type3,40
86,3.1045717042203003,10,40,type2,20
150,3.1097615762131885,10,80,type3,40
338,3.1365863592070333,10,160,type4,160
339,3.1416673409617664,10,160,type4,160
340,3.1440818179047887,10,160,type4,160
341,3.1497706433915424,10,160,type4,160
342,3.1557788754325644,10,160,type4,160
343,3.1619010437403783,10,160,type4,160
87,3.1734265434316464,10,40,type2,20
344,3.177954474458364,10,160,type4,160
88,3.1829554162899005,10,40,type2,20
345,3.1833224517785887,10,160,type4,160
346,3.1896420387232913,10,160,type4,160
347,3.190909119174874,10,160,type4,160
151,3.1965564155133985,10,80,type3,40
152,3.1990878151681925,10,80,type3,40
69,3.2009843796097615,10,20,type1,20
348,3.2045935463492445,10,160,type4,160
349,3.207333465030049,10,160,type4,160
350,3.2129910896801595,10,160,type4,160
351,3.2139896658649008,10,160,type4,160
352,3.218703566937319,10,160,type4,160
353,3.2224998407294003,10,160,type4,160
354,3.2276334822335015,10,160,type4,160
355,3.228008654661662,10,160,type4,160
356,3.233094095003933,10,160,type4,160
357,3.2411064330626114,10,160,type4,160
153,3.2450450843338086,10,80,type3,40
70,3.24529611557724,10,20,type1,20
358,3.2472305556521706,10,160,type4,160
359,3.2532988630490385,10,160,type4,160
360,3.2547821847947023,10,160,type4,160
361,3.2615386543904528,10,160,type4,160
362,3.263965608147019,10,160,type4,160
363,3.2658993152901648,10,160,type4,160
154,3.2715491107893606,10,80,type3,40
364,3.28138277358844,10,160,type4,160
365,3.28358608850575,10,160,type4,160
366,3.2878958598610657,10,160,type4,160
367,3.28798624378536,10,160,type4,160
368,3.288420926080263,10,160,type4,160
369,3.2959174143591077,10,160,type4,160
71,3.2960269842360557,10,20,type1,20
72,3.2985751001696797,10,20,type1,20
370,3.304081407732552,10,160,type4,160
89,3.308050655392605,10,40,type2,20
371,3.320425289817412,10,160,type4,160
372,3.3247705049260086,10,160,type4,160
373,3.32494499042071,10,160,type4,160
374,3.329587950740021,10,160,type4,160
375,3.3320654652540687,10,160,type4,160
73,3.337547226889991,10,20,type1,20
74,3.3393207279233623,10,20,type1,20
376,3.341276546156957,10,160,type4,160
155,3.3425455322899427,10,80,type3,40
377,3.3429287135665198,10,160,type4,160
156,3.3515204954328803,10,80,type3,40
378,3.3518616475184726,10,160,type4,160
379,3.3529546917187103,10,160,type4,160
380,3.3547714866507756,10,160,type4,160
157,3.356381330822341,10,80,type3,40
381,3.3598043926188343,10,160,type4,160
